reached_phase_3_plus,Patient Population,Inclusion Criteria,Protocol/Trial ID,Patient Age Group,Min Patient Age Unit,Max Patient Age Unit,Trial.ID,Patient Segment,Max Patient Age,Min Patient Age,Exclusion Criteria,Trial Phase,Patient Gender
0,Patients with amyotrophic lateral sclerosis.,,TrialTroveID-264899,,,,264899,Unspecified,,,,Ii,
1,Patients with amyotrophic lateral sclerosis,,TrialTroveID-260821,,,,260821,Unspecified,,,,Iii,
0,Patients with amyotrophic lateral sclerosis (ALS) and evidence of systemic inflammation.,"Diagnosis of clinically possible, clinically probable (with or without laboratory support), or clinically definite ALS (using the revised El Escorial Criteria) Forced vital capacity greater than or equal to 65% of that predicted for age and height Onset of ALS-related weakness less than 3 years prior to first dose of study drug Plasma high sensitivity C-reactive protein (hs-CRP) concentration of greater than or equal to 0.113 mg/dL at pre-screening/screening Stable dose (greater than 30 days) of riluzole if undergoing treatment with this agent For females: Not be of childbearing potential or agree to use adequate birth control during the study",20160522 NCT02794857 NP001-10-003 TrialTroveID-176786,Adults; Older Adults,year(s),year(s),176786,Delay Disease Progression,80.0,21.0,"Life expectancy of less than 6 months Tracheotomy or be using ventilatory assistance, including Bi-level Positive Airway Pressure (BiPAP) or Continuous Positive Airway Pressure (CPAP) Active pulmonary disease Gastrostomy Stem cell therapy Immune modulator therapy or participation in studies of other agents within 12 weeks of pre-screening/screening Unstable medical condition other than ALS",Ii,Both
0,Subjects with Amyotrophic Lateral Sclerosis (ALS).,"Ages Eligible for Study: 21 Years to 80 Years, Genders Eligible for Study: Both Subjects with sporadic or familial ALS classified as definite, probable, or laboratory-supported probable ALS according to the revised El Escorial criteria. Inclusion Criteria: Onset of symptoms less than 2 years prior to study entry. Forced Vital Capacity (FVC) at least 70% of that predicted for age and height. Stable dose of riluzole if undergoing treatment with this agent. For females: Not be of childbearing potential or agree to use adequate birth control during the study. Onset of weakness < 3 years, and no immune modulator therapy within 3 months. Entry criteria were: FVC 70%, and onset of weakness < 3 years",NCT01281631 NP001-10-002 TrialTroveID-141255,Adults; Older Adults,year(s),year(s),141255,Delay Disease Progression,80.0,21.0,Exclusion Criteria: Unstable medical condition(s) other than ALS. Life expectancy of less than 6 months. Require life-sustaining interventions for the 6 months following randomization; have a tracheotomy or require ventilatory assistance [including Bi-level Positive Airway Pressure (BiPAP) or Continuous Positive Airway Pressure (CPAP)] for ALS. Active pulmonary disease. Immune modulator therapy within 12 weeks of study entry or participation in studies of other agents within the last 4 weeks prior to the randomization.,Ii,Both
0,Subjects with Amyotrophic Lateral Sclerosis.,"Ages Eligible for Study: 21 Years to 75 Years, Genders Eligible for Study: Both Inclusion Criteria: Males and females, age 21 years - 75 years Subjects must be in generally sound health as appropriate for their ALS diagnosis. Subjects must have a clinical diagnosis of laboratory-supported probable or definite ALS, according to modified El Escorial criteria. Subjects receiving riluzole must be on a stable dose for at least 30 days prior to enrollment. Women of childbearing age must be non-lactating and surgically sterile or using an effective method of birth control and have a negative pregnancy test prior to dosing with study medication. Subjects must understand the study and be willing to adhere to protocol requirements as evidenced by provision of written informed consent. Subject must be willing and able to give signed informed consent that has been approved by the Institutional Review Board (IRB). Subjects must be willing to have an intravenous infusion. Subjects must have suitable veins for IV access as determined by examination.",NCT01091142 NP001 Single Dose - ALS TrialTroveID-124600,Adults; Older Adults,year(s),year(s),124600,Unspecified,75.0,21.0,"Exclusion Criteria: Subjects should not require nor are expected to require life sustaining interventions for the next six months or longer. (e.g. invasive ventilation). Subjects must not have: -Presence of a tracheotomy or invasive ventilation. Nocturnal non-invasive ventilation system (e.g. C-PAP) is allowed. -A diagnosis of neurologic disease known to mimic the muscle atrophy or weakness seen in ALS including MS, muscular dystrophy, spinal stenosis, peripheral neuropathy, inherited neuropathies or neuromuscular diseases, foramen magnum or brainstem tumor, or toxic conditions. -An active pulmonary disease under treatment including uncontrolled asthma, chronic obstructive pulmonary disease (pneumonia, bronchitis, etc.), pulmonary fibrosis, pulmonary infection in the last 2 months, or history of aspiration that may expose the subject to increased risk by participating in this trial as determined by the Investigator. -A history of unstable medical illness in the 3 months prior to screening including any emergent hospitalizations. -Renal disease based on screening estimated creatinine clearance (eCcr) < 50 mL/minute (Cockcroft Gault estimate using ideal body weight) where: -Evidence of elevated alanine aminotransferase greater than 3 times the upper limit of normal. -Evidence of anemia, thrombocytopenia, or neutropenia (screening hematocrit <33%, platelet count < lower limit of normal for the site laboratory, or neutrophil count less than 1,500/mm3). -Any condition that requires periodic red blood cell transfusions, erythropoietin or any blood dyscrasias undergoing active treatment in the past year. -Clinical laboratory parameters that are clinically significant in the opinion of the Investigator. -Systolic blood pressure in excess of 160 mmHg nor less than 100 mmHG or a diastolic blood pressure above 98 mmHg. -A history of G6PD deficiency (Glucose-6-phosphate dehydrogenase deficiency) determined by subject report. -A current history of hepatitis or HIV determined by subject report. Subjects must not be using systemic immunosuppressants including steroids and chemotherapeutic agents. Inhaled steroids, eye drops and local topical use are permitted with concurrence of Medical Monitor. Subjects must not have a hematologic disorder such as autoimmune anemia, or hemolytic anemia of any type including paroxysmal nocturnal hemoglobinuria or myoglobinuria. Subjects must not have a history of unexplained jaundice determined by subject report. Subjects must not have received IV Immunoglobulin (IG) within 30 days of the planned initial dose of study drug. Subjects must not be participating in another drug study or have participated in a drug study within the last 30 days prior to enrollment. Observational trials with no intervention are acceptable provided permission for the other study Sponsor is obtained in writing. Subjects must not have any other condition which in the Investigator's opinion would put the subject at risk by participating in this study.",I,Both
0,Healthy volunteers,,TrialTroveID-432126,,,,432126,Healthy subjects,,,,I,
0,Patients with amyotrophic lateral sclerosis and Parkinson's disease.,,TrialTroveID-365379,,,,365379,(N/A); Unspecified,,,,I,
0,Healthy Volunteers.,"nformed of, and willing and able to comply with, all of the protocol requirements and the investigational nature of the study, and have signed an informed consent form in accordance with institutional and regulatory guidelines; male or female adults between 18 and 55 years of age, inclusive; female subjects must be of non-childbearing potential (i.e. post-menopausal for at least 2 years) or surgically sterile (hysterectomy, bilateral oophorectomy, tubal ligation) or nonsurgically sterile (hysteroscopic sterilization, i.e. Essure); male subjects must be willing to use an adequate barrier method of contraception for the duration of the study and for 90 days after dosing and no sperm donations for the duration of the study and for 90 days after dosing. Male subjects who are surgically sterile (16 weeks post-surgery, or documented proof of Post-Vasectomy Semen Analysis (PVSA) with negative sperm results) need not employ a method of contraception; non-smokers for at least six months; BMI = 18.0 - 32.0 kg/m^2 inclusive; in good health, in the judgment of the Investigator, as determined by: 7a. medical history indicative of no serious or severe chronic conditions requiring frequent medical intervention or continual pharmacologic management, and no medical or social conditions that would potentially interfere with the subject's ability to comply with the study visit schedule or the study assessments; 7b. no clinically significant abnormalities in body temperature, heart rate, respiratory rate, blood pressure; 7c. no clinically significant abnormalities in the 12-lead electrocardiogram (ECG); 7d. no clinically significant abnormalities in clinical chemistry (ALT, AST, total bilirubin must be at or below the upper limit of normal and eGFR must be > or = 90 mL/min), hematology (hemoglobin > or = 11.5 g/dL for females and > or = 13 g/dL for males), coagulation and urinalysis; lab tests may be repeated, if necessary (details are provided in the attached flow chart of study assessments). negative results on the following screening laboratory tests: urine drug screen, urine alcohol screen, serum pregnancy test, hepatitis B surface antigen, hepatitis C antibody, and human immunodeficiency virus antibody.",NCT03954600 NPT520-34-001 TrialTroveID-349330,Adults,year(s),year(s),349330,(N/A); Healthy subjects,55.0,18.0,"females of child bearing potential history of a significant medical condition, including cholecystectomy or clinically significant GI tract resection, that may interfere with absorption, distribution or elimination of NPT520-34, or with the clinical and laboratory safety assessments in this study; history of pre-existing thyroid abnormalities, such as hyper or hypothyroidism; history of lactose intolerance; history of drug hypersensitivity and disorders affecting respiratory function (e.g., COPD, asthma) and cardiac disorders predisposing to cardiac adverse events history of or current alcohol abuse and/or other drug addiction < 2 years prior to screening, or a positive urine drug or alcohol screen (e.g., amphetamines, barbiturates, benzodiazepines, opiates, cannabinoids, alcohol and cocaine); positive for HBVsAg, HCV Ab, HIV Ab; 12 lead ECG showing the following: having a corrected QTc interval > 450 msec or <340 msec (Fridericia's correction); sustained supine systolic blood pressure > 140 or < 90 mm Hg or supine diastolic blood pressure > 90 or < 50 mm Hg at Screening or Day -1. The average of the 2 assessments of BP taken at each visit will be used to exclude a subject; resting pulse rate at screening of > 100 or < 45. donated or lost > 500 mL of blood < 56 days prior to enrollment into this study; plasma donation within 7 days prior to enrollment into this study; active infection or febrile illness < 14 days prior to the first dose of study medication; use of prescription (including hormone replacement therapy) or over-the-counter medications or herbal supplements = 14 days prior to dosing and until completion of follow-up visit on Day 7 for the SAD subjects and Day 21 for the MAD subjects; excessive regular caffeine intake (>250 mg of caffeine per day); have participated in other clinical studies of a new chemical entity within 30 days prior to admission to the CRU.",I,Both
0,Healthy volunteers,"Male, non-smokers (no use of tobacco or nicotine products within 6 months prior to screening), > or =18 and < or =55 years of age, with BMI >18.5 and <30.0 kg/m2 and body weight > or =50.0 kg for males. Healthy as defined by: the absence of clinically significant illness and surgery within 4 weeks prior to dosing. the absence of clinically significant history of neurological, endocrine, cardiovascular, respiratory, hematological, immunological, psychiatric, gastrointestinal, renal, hepatic, and metabolic disease. Subject's score on the Sheehan Suicidality Tracking Scale (S-STS) at screening must be 0.",NCT05143463 NS101_P1_01 TrialTroveID-419841,Adults,year(s),year(s),419841,(N/A); Healthy subjects,55.0,18.0,"Any clinically significant abnormality at physical examination, clinically significant abnormal laboratory test results or positive test for human immunodeficiency virus (HIV), hepatitis B, or hepatitis C found during medical screening. Positive urine drug screen or alcohol breath test at screening or admission. History of asthma, allergic rhinitis or urticaria, anaphylactic reactions, or any other clinically significant allergic reactions to any medication, including biologics, or food, or allergy to any excipient in the formulation.",I,Male
1,Patients with amyotrophic lateral sclerosis (ALS).,,TrialTroveID-371996,,,,371996,Unspecified,,,,Iii,
0,,,TrialTroveID-254064,,,,254064,Delay Disease Progression,,,,Ii,
0,Patients with Amyotrophic Lateral Sclerosis.,"Ages Eligible for Study: 18 Years and older; Genders Eligible for Study: Both Inclusion Criteria: Have the ability to understand the requirements of the study, provide written informed consent, understand and provide written authorization for the use and disclosure of Protected Health Information (PHI) [per Health Insurance Portability and Accountability Act (HIPAA) Privacy Ruling] and comply with the study procedures. Subjects with sporadic or familial ALS with symptom onset within the last two years as laboratory-supported probable, probable or definite according to the World Federation of Neurology El Escorial Criteria (Appendix A), based on examination by the site PI. Age 18 years or older. Females must have a negative serum pregnancy test and practice an acceptable method of contraception or be of non-childbearing potential (post-menopausal for at least 2 years or surgically sterile [hysterectomy, oophorectomy or surgical sterilization]). Geographic accessibility to the study center and the ability to travel to the clinic for study visits. Presence of a willing and able caregiver. Medically able to undergo lumbar and/or cervical laminectomy or laminoplasty as determined by the site Principal Investigator and neurosurgeon. Medically able to tolerate the immunosuppression regimen consisting of basiliximab, tacrolimus, mycophenolate mofetil, prednisone and methylprednisolone as determined by the site PI. Agrees to the visit schedule as outlined in the informed consent. Not taking riluzole (Rilutek) or on a stable dose for > or = 30 days. Vital capacity > or = 60% of predicted normal for age, height and gender measured in the seated position and > or =50% in supine position during the 7 days prior to surgery. Ambulatory subjects with extremity weakness and/or spasticity due to ALS. Patients undergoing lumbar surgery must have demonstrable weakness or spasticity in one or both lower extremities. Patients undergoing cervical surgery must have demonstrable weakness or spasticity in one or both upper extremities, with at least antigravity strength. Subjects must have normal neck extensor and flexor strength.",NCT01730716 NS2012-3 TrialTroveID-180626,Adults; Older Adults,year(s),,180626,Delay Disease Progression,,18.0,"Exclusion Criteria: Etiology of paraplegia or weakness is due to causes other than ALS. A positive result on the Panel Reactive Antibody (PRA) test, with the presence of specific HLA antibodies matching the HLA DNA profile of the donor cells. Any known immunodeficiency syndrome. Receipt of any investigational drug, device or biologic within 30 days of surgery. Any concomitant medical disease or condition limiting the safety to participate: Coagulopathy Active uncontrolled infection Hypotension requiring vasopressor therapy Previous spinal surgery that the neurosurgeon deems to be an obstacle to the planned transplantation Skin breakdown over the site of surgery Malignancy (except for non-melanoma skin cancer) Spinal stenosis severe enough to preclude surgery (as determined by the neurosurgeon) Pre-existing kyphosis by preoperative MRI or X-ray Less than 5/5 grade in neck extension and strength test at the time of surgery. Creatinine >1.5, liver function tests (SGOT/SGPT, Bilirubin, Alk Phos) > 2x upper limit of normal, hematocrit/hemoglobin < 30/10, total WBC < 4000, uncontrolled hypertension (systolic > 180 or diastolic > 100) or uncontrolled diabetes (defined as hemoglobin A1C >8), evidence of GI bleeding by hemoccult test, tuberculosis (TB test: PPD), serologic evidence of current infection with a hepatitis virus or human immunodeficiency virus (HIV). Presence of any of the following conditions: -Current drug abuse or alcoholism -Unstable medical conditions -Unstable psychiatric illness including psychosis and untreated major depression within 90 days of screening Any condition or ALS disease phenotype that the site PI feels may interfere with participation in the study or in the interpretation of study endpoints. Any condition that the neurosurgeon feels may pose complications for the surgery. Known hypersensitivity to basiliximab, tacrolimus, mycophenolate mofetil, prednisone or methylprednisolone. Inability to provide informed consent as determined by the site PI. Inadequate family or caregiver support as determined by the site PI.",Ii,Both
0,Patients with Amyotrophic Lateral Sclerosis,,TrialTroveID-168164,,,,168164,Unspecified,,,,Iii,
0,Patients with amyotrophic lateral sclerosis with varying degrees of the disease. AAN 2011: Subjects are males (37-66 years of age) with limb onset ALS and an average disease duration of 4.4 years Enrolled subjects included 13 males and 2 females ranging in age from 35-66 years old. Disease duration ranged between 1.3-13 years at the time of surgery.,"Ages Eligible for Study: 18 Years and older Genders Eligible for Study: Both Inclusion Criteria: Have the ability to understand the requirements of the study, provide written informed consent, understand and provide written authorization for the use and disclosure of Protected Health Information (PHI) [per Health Insurance Portability and Accountability Act (HIPAA) Privacy Ruling] and comply with the study procedures. Subjects with sporadic or familial ALS diagnosed as laboratory-supported probable,probable or definite according to the World Federation of Neurology El Escorial Criteria (Appendix A), based on examination by the site PI. Age 18 years or older. Females must have a negative serum pregnancy test and practice an acceptable method of contraception or be of non-childbearing potential (post-menopausal for at least 2 years or surgically sterile [hysterectomy, oophorectomy or surgical sterilization]). Geographic accessibility to the study center and the ability to travel to the clinic for study visits. Presence of a willing and able caregiver. Medically able to undergo lumbar or cervical laminectomy as determined by the Investigator, surgeon and anesthesiologist. Medically able to tolerate immunosuppression regimen consisting of basiliximab, tacrolimus, mycophenolate mofetil, and methylprednisolone as determined by the site Investigator. Agrees to the visit schedule as outlined in the informed consent. Not taking riluzole (Rilutek) or on a stable dose for > or = 30 days. All required vaccinations current: tetanus/diptheria (TDAP), herpes zoster/shingles(Vostavax®: within last 10 years and must be prior to surgery), pneumonia (Pneumovax),seasonal/H1N1 flu vaccines (as appropriate for season) for Groups B-E. In addition, for Group A: Inability to ambulate for > 2 weeks secondary to lower extremity weakness and/or spasticity; the ALS Functional Rating Scale - Revised (ALSFRS-R) lower extremity subscore must be 1 or less. Patients who are non-ambulatory because of severe spasticity must have failed standard antispasticity treatment with baclofen (up to 120 mg/day) and/or tizanidine (up to 12 mg/day), physical therapy (PT), and occupational therapy (OT). Failure of antispasticity medications is defined as continued inability to walk unassisted even at the highest tolerated doses of these medications. Failure of PT and OT means continued inability to walk independently after maximum PT and OT intervention. Vital capacity > or = 60% of predicted normal for age, height and gender measured in the supine position at the time of screening and > or = 50% of predicted normal for age,height and gender measured supine during the 7 days prior to surgery OR stable for at least 3 months with tracheostomy and invasive ventilation. In addition, for groups B and C: Ambulatory subjects with impaired gait and approximately symmetrical lower extremity weakness and/or spasticity due to ALS and an ALSFRS-R gate subscore > 2. Vital capacity > or = 60% of predicted for age, height and gender measured in the supine position at the time of screening and > or = 50% of predicted for age, height and gender measured supine during the 7 days prior to surgery In addition, for groups D and E: Ambulatory subjects with impaired gait and symmetrical lower extremity weakness and/or spasticity due to ALS and an ALSFRS-R gate subscore > 2. Upper extremity weakness affecting function with an ALSFRS-R arm subscale between 1 and 3. Vital capacity > or = 60% of predicted normal for age, height and gender measured in the supine position at the time of screening and > or = 50% of predicted normal for age, height and gender measured supine during the 7 days prior to surgery. Group 1A and Group 2A (up to 3 patients in each group): Eligibility Criteria: - Confirmed diagnosis of ALS by a neurologist. - Has tracheostomy and is ventilator dependent for greater than 3 months OR a vital capacity greater than 60% predicted value. - Unable to walk due to ALS. - Lack of complicating medical conditions. - Live in geographic proximity to Emory University Hospital. - Ability to communicate vocally or with low-tech tools (writing or letter board). - A willing and able caregiver who is committed to the study.",NCT01348451 NS2008-1 Study No.: 00020318 TrialTroveID-102165,Adults; Older Adults,year(s),year(s),102165,Delay Disease Progression,66.0,18.0,"Exclusion Criteria: Etiology of paraplegia or weakness is due to causes other than ALS such as spinal ischemia, traumatic spinal injury, traumatic brain injury, multiple sclerosis, cerebral stroke, cerebral palsy, or infection. VC < 60% predicted normal by standard nomogram at the time of screening and VC < 50% predicted normal measured supine for age at the time of surgery. Current or peak Panel Reactive Antibody (PRA) due to alloantibodies > 20% receiving their first allograft. Any known immunodeficiency syndrome. Receipt of any investigational drug,device or biologic within 30 days of surgery. Any concomitant medical disease or condition limiting the safety to participate: Coagulopathy Active uncontrolled infection Hypotension requiring vasopressor therapy Previous spinal surgery at the site of planned transplantation except for anterior cervical dissection fusion (ACDF) Skin breakdown over the site of surgery Malignancy (except for non-melanoma skin cancer) Primary or secondary immune deficiency Spinal stenosis. Creatinine >1.5, liver function tests (SGOT/SGPT, Bilirubin, Alk Phos) > 2x the upper limit of normal, hematocrit/hemoglobin < 30/10, total WBC < 4000, uncontrolled hypertension (defined as systolic >180 or diastolic >100) or uncontrolled diabetes(defined as hemoglobin A1C >8), evidence of GI bleeding by hemoccult test, positive tuberculosis (TB test: PPD/Mantoux), hepatitis B or C, or human immunodeficiency virus (HIV). Presence of any of the following conditions: Current drug abuse or alcoholism Unstable medical conditions Unstable psychiatric illness including psychosis and untreated major depression within 90 days of screening Positive blood test for hepatitis B or C. Any condition that the site PI feels may interfere with participation in the study. Any condition that the surgeon feels may pose complications for the surgery. Known hypersensitivity to basiliximab, tacrolimus, mycophenolate mofetil, or methylprednisolone. Inability to provide informed consent as determined by screening protocol. Inadequate family or caregiver support as determined by the site PI. Are pregnant or might get pregnant. Have taken an experimental drug in the last 30 days. Have had previous spinal surgery in the area where the transplant will go. Are unable to undergo MRI. Have been taking Riluzole (rilutek) for less than 30 days. Have a positive blood test for Hepatitis B or C, or HIV. Are not a patient at the Emory ALS Center and are not geographically accessible and able to travel to Emory for study visits.",I,Both
1,Patients With Hyperkinetic movement disorders in Disease of Motor Neurons.,"Patients with SMA type I, II, III, and IV and patients with ''clinically definite ALS'' or ''clinically probable ALS'' or ''clinically probable ALS - laboratory supported'' according to the revised El Escorial diagnostic criteria or with the diagnosis of PMA or PLS will be included. Genetically proven SMA patients treated with Nusinersen ''clinically definite ALS'' or ''clinically probable ALS'' or ''clinically probable ALS - laboratory supported'' according to the revised El Escorial diagnostic criteria or diagnosis of PMA or PLS",0120-293/2019/8/1 NCT04825119 TrialTroveID-400683,,,,400683,(N/A); Myoclonus; Spinal Muscular Atrophy Type 1; Spinal Muscular Atrophy Type 2; Spinal Muscular Atrophy Type 3; Symptom relief,,,,Iv,Both
1,Patients with amyotrophic lateral sclerosis (ALS),"Possible, probable (clinically or laboratory supported) or definite amyotrophic lateral sclerosis according to the revised version of the El Escorial criteria Disease duration (onset of first paresis or bulbar symptoms) < 24 months Loss of amyotrophic lateral sclerosis functional rating scale revised of ≥ 0.33 points/month based on the formula: (48 - myotrophic lateral sclerosis functional rating scale revised score at screening visit) / (months between onset and screening visit) Age ≥18 years. Either continuously treated with a stable dose of riluzole, OR not treated with riluzole for the last 4 weeks prior to inclusion Either continuously treated with a stable dose of edaravone, OR not treated with edaravone for the last 4 weeks prior to inclusion Either continuously treated with a stable dose of sodium-phenylbutyrate/taurursodiol, OR not treated with sodium-phenylbutyrate/taurursodiol for the last 4 weeks prior to inclusion Capable of thoroughly understanding all information given full written informed consent according to good clinical practice",LIPCAL-ALS II 1.1 NCT06280079 TrialTroveID-506213,Adults; Older Adults,year(s),,506213,Unspecified,,18.0,"Previous participation in another interventional study involving an active treatment within the preceding 4 weeks Tracheostomy or continuous permanent ventilator dependence (>22 hours per day) Pregnancy or breastfeeding Any medical condition known to have an association with motor neuron dysfunction which might confound or obscure the diagnosis of ALS Presence of any concomitant life-threatening disease or impairment likely to interfere with functional assessment. Evidence of a major psychiatric disorder or clinically evident dementia precluding evaluation of symptoms. Liable to be not cooperative or comply with study requirements as assessed by the investigator, or unable to be reached in the case of emergency",Iv,Both
0,Subjects with amyotrophic lateral sclerosis (ALS).,"Ages Eligible for Study: 18 Years and older Genders Eligible for Study: Both Inclusion Criteria: Clinical diagnosis of ALS. Male or female subjects aged 18 years or older. Must already be tolerating tube feedings through either a gastrostomy tube (G-tube or PEG) or jejunostomy tube (J-tube). Must require non-invasive ventilation (BIPAP) for less than 10 hours/day. Women of childbearing potential must have a negative pregnancy test at screening and be non-lactating. Eligible participants were aged 18 years or older with no history of diabetes or liver or cardiovascular disease, and who were already receiving percutaneous enteral nutrition.",2009-P-001132 MDA136152 NCT00983983 TrialTroveID-116123,Adults; Older Adults,year(s),,116123,Symptom relief,,18.0,"Exclusion Criteria: History of hepatitis including non-alcoholic steatohepatitis (NASH), cholecystectomy, prior biliary disease such as gallstones. History of diabetes. History of prior myocardial infarction or stroke. Laboratory values: Screening alanine aminotransferase (ALT) or aspartate aminotransferase (AST) greater than 2.0 times the upper limit of normal or total bilirubin greater than 1.5 times the upper limit of normal. Allergy to soy, fish, or milk products.",Ii,Both
1,"Patients with amyotrophic lateral sclerosis. 80 female, 121 male",,LIPCAL-ALS study TrialTroveID-365911,,,,365911,Delay Disease Progression,,,,Iv,Both
0,Patients With Amyotrophic Lateral Sclerosis,"- Patients diagnosed as having possible, probable, probable laboratory-supported, or definite ALS according to El Escorial Revised criteria. - Aged ≥ 18 years, inclusive at screening. - King's Clinical Staging Stage ≤3, disease duration of ≤ 36 calendar months and estimated life expectancy > 6 months at baseline.",AXO-CLI-210c-03 EUCT number: 2023-508895-13-00 NCT06365216 SEALS TrialtroveID-512705,Adults; Older Adults,year(s),,512705,Delay Disease Progression,,18.0,"- Patients with any cognitive or psychological disorder, intellectual disability or other significant impairment that would result in an inability to understand and sign the informed consent. - History of any clinically significant or unstable medical, neurological, psychiatric condition, disorder or disease (other than ALS) or social circumstances that, based on the investigator's judgment, would interfere with the conduct of the study or pose a risk to the patient if they were to participate.",Ii,Both
1,Patients with Amyotrophic Lateral Sclerosis (ALS).,"Ages Eligible for Study: 18 Years to 80 Years; Genders Eligible for Study: Both Inclusion Criteria: Patients between the ages of 18 and 80 years old. Clinical diagnosis of definitive, probable, and possible ALS (revised El Escorial Criteria) or diagnosis of the clinical ALS-variants of Progressive Muscle Atrophy (PMA). Sporadic and familial ALS. Beginning of symptoms of paralysis at least 6 months prior. Treatment with a steady dose of RIL 100 mg/day for at least 1 month. A score of < or = 28 in the symptom-oriented Council on Nutrition appetite questionnaire (CNAQ) by which appetite is evaluated. Patient consent.",NCT00876772 OLN-ALS01 TrialTroveID-106947,Adults; Older Adults,year(s),year(s),106947,Symptom relief,80.0,18.0,"Exclusion Criteria: Patients with known hypersensitivity to OLN, RIL, or one of the active ingredients. Percutaneous Endoscopic Gastronomy (PEG). Clinically significant eating disorder. Deliberate weight loss. Underlying consumptive disease with undesired weight loss. Overweight with BMI > or = 25 kg/m2. Clinically significant hypotonia and history of recurrent syncopes (> 1 syncope). Clinically severe concomitant illnesses, including psychiatric illnesses. Pregnant or nursing women. Severe neutropenia (< 750/mm3). Open angle glaucoma. Diabetes mellitus. Prostatic hyperplasia. Extrapyramidal movement disorders including from late dyskinesia. Dementia and incompetence to grant informed consent. Clinically significant EKG changes. EKG proof of a QT time corrected according to Fridericia (QTcF) > 500 ms. Treatment with substances that are metabolized by the Cytochrom-P450-System CYP1A2 (e. g. Carbamazepine, Fluvoxamin, and Ciprofloxacin). Treatment with Mirtazapine within the past 3 months. Treatment with steroids or appetite-stimulating substances including anabolics within the past 3 months. Treatment with Valproat within the past 3 months. Treatment with hepatotoxic medicines. Treatment with tetrahydrocannabinol within the past 3 months. Treatment with another atypical or typical neuroleptic within the past 3 months. Treatment with any other study medication < 1 month before the beginning of the study. Destructive use of psychotropic substances within the past 3 months. Destructive use of alcohol. Laboratory parameters outside the normal range that are associated with a clinically significant cardiovascular, pulmonologic, hematologic, hepatological, metabolic, or renal disease or that interfere with interpretation of the clinical study or that require medications that are not permitted in the study protocol. Elevation of the serum transaminase levels (ALT/AST) to more than 3-times of the upper normal value. Elevation of the bilirubin and gamma glutamyl transferase levels (GGT) to beyond the maximum normal value. History of a cardiopulmonary reanimation und prevention of sudden cardiac death. History of clinically significant EKG changes. History of thrombotic events including deep leg vein thrombosis and pulmonary artery embolism. History of a paralytic ileus. History of epilepsy or an episodic seizure.",Ii/Iii,Both
1,Amyotrophic Lateral Sclerosis (ALS) Patients.,"Genders Eligible for Study: Both Inclusion Criteria: Patients must have completed the 18-month safety and efficacy study of TRO19622 in Amyotrophic Lateral Sclerosis (ALS) patients treated with riluzole (Protocol TRO19622 CL E Q 1015-1). Both the investigator and the patient will decide based on previous good tolerance and other clinical grounds whether or not to participate to the open-label extension. If patients were on anti-vitamin K during the double-blind period, when entering the open-label extension, coagulation tests should be monitored in exactly the same conditions as if a new anticoagulant treatment was initiated and the dose of anti-vitamin K should be adjusted accordingly. Patients enrolling from this prior safety and efficacy study must: - If female of childbearing age of potential, continue to use adequate birth control methods and have a negative serum pregnancy test at the preceding double-blind protocol termination visit. Male and female partners must agree to use an effective method of birth control during their participation in the trial and for at least 15 days after the last IMP dose. Both partners must use reliable methods of contraception with 2 independent methods. The following measures are acceptable: Hormone contraceptives (e.g. oral contraceptives or comparable methods), intrauterine device, condoms with spermicidal coating or in combination with spermicidal creams, total abstinence or sterilisation performed in the past. -Be able to follow the investigator's instructions and be able to comply with the visit schedule and visit requirements; and -Sign a written informed consent.",DeNDRoN 035ext EudraCT Number: 2010-021179-10 NCT01285583 TrialTroveID-141399 TRO19622 CL E Q 1425-1 TRO19622 OLE TRO19622CLEQ1425 UKCRN ID: 10407 WN29852,Adults; Older Adults,year(s),year(s),141399,Delay Disease Progression,80.0,18.0,"Exclusion Criteria: Patients may not participate in this study if they have an ongoing, unresolved, clinically significant medical problem (including patients having experienced serious adverse events or non-serious, but medically significant adverse events during the preceding safety and efficacy study that was assessed to be related to the study medication by the investigator) that in the judgment of the investigator would make it unsafe for the patient to participate in the trial.",Ii/Iii,Both
0,18 males and 18 post-menopausal females (mean age 59 years) with a probable/definite diagnosis of amyotrophic lateral sclerosis.,,TrialTroveID-122013,,,,122013,Unspecified,,,,I,Both
