ClinicalTrials.gov Sites Count,reached_phase_3_plus,Protocol/Trial ID,Countries Count,ClinicalTrials.gov Location Country,Trial.ID,Countries,Reported Sites,Trial Region,Identified Sites,Trial Phase
1,0,HYNR-EPO NCT03835507 TrialTroveID-342634,1.0,"Korea, Republic Of",342634,South Korea,1.0,Asia,1.0,Iii
,0,EPO200501 EudraCT Number: 2005-005873-31 TrialTroveID-109558,1.0,,109558,Italy,1.0,Europe; Western Europe,1.0,Ii
,0,EPOSS2010 EudraCT Number: 2011-001329-26 TrialTroveID-203402,1.0,,203402,Italy,2.0,Europe; Western Europe,1.0,Ii
1,1,LXP-113 NCT00965497 Pro00003013 TrialTroveID-095453,1.0,United States,95453,United States,1.0,Americas; North America,5.0,Iii
,0,TrialTroveID-449050,1.0,,449050,United States,,Americas; North America,,I
1,0,2022-02-089 FTD_ET-STEM KCT0007072 NCT05315661 TrialTroveID-429197,1.0,"Korea, Republic Of",429197,South Korea,1.0,Asia,1.0,I
12,0,2014D002776 NCT02450552 TrialTroveID-255732,1.0,United States,255732,United States,12.0,Americas; North America,34.0,Ii
1,0,IND 123119 Protocol C NCT02707978,1.0,United States,274750,United States,1.0,Americas; North America,,Ii
1,0,201700982A0 NCT03625128,1.0,Taiwan,330235,"Taiwan, China",,Asia,,(N/A)
1,0,16-001703 NCT02736695 SLD3,1.0,United States,276655,United States,1.0,Americas; North America,,Other
3,0,2016-247 NCT02868567 OCR16600 TrialTroveID-284541,1.0,United States,284541,United States,3.0,Americas; North America,3.0,I
1,0,NCT01935518 PUTH-2013121 TrialTroveID-193283,1.0,China,193283,China,1.0,Asia,1.0,Ii
3 9,0,NCT05218668 REAL TrialTroveID-424018 WP-0512-003,1.0,Australia United States,424018,United States,12.0,Americas; North America,12.0,Ii
1,1,FB1006 M2022300 NCT05923905 TrialTroveID-475526,1.0,China,475526,China,1.0,Asia,2.0,Iv
,0,FB418_P101 NCT05995782 TrialTroveID-481538,,,481538,,1.0,(N/A),,I
1,0,FC-US-001 NCT05978908 TrialTroveID-480369,1.0,United States,480369,United States,1.0,Americas; North America,1.0,I
,0,ChiCTR2200064504 TrialTroveID-445398,1.0,,445398,China,1.0,Asia,1.0,I
,1,ChiCTR2100046015 TrialTroveID-403111,1.0,,403111,China,1.0,Asia,1.0,Iv
5,1,FeTr-ALS NCT03766321 TrialTroveID-338338,1.0,Italy,338338,Italy,5.0,Europe; Western Europe,12.0,Iv
,0,EFATD TrialTroveID-313650 UMIN000003683,1.0,,313650,Japan,1.0,Asia,1.0,Ii
,0,TrialTroveID-367862,1.0,,367862,Mexico,,Americas; North America,,I
,0,TrialTroveID-502974,1.0,,502974,China,,Asia,,I
,0,TrialTroveID-163081,1.0,,163081,Mexico,2.0,Americas; North America,3.0,Ii
4,0,2013P000313 NCT01786174 TDI-132/Gilenya TrialTroveID-162194,1.0,United States,162194,United States,4.0,Americas; North America,6.0,Ii
,0,ACTRN12608000338369 FANS TrialTroveID-095021,1.0,,95021,Australia,1.0,Australia/Oceania,1.0,Ii
1,0,NCT04720001 STU00206530,1.0,United States,394884,United States,,Americas; North America,,(N/A)
1,0,NCT04726527 PPA STU00044931,1.0,United States,395277,United States,,Americas; North America,,(N/A)
3,0,18F-AV-1451-A19 NCT03040713,1.0,United States,295259,United States,,Americas; North America,,I
1,0,NCT03283449 R01AG056258 STU00200893,1.0,United States,309207,United States,1.0,Americas; North America,,I
1,0,AAAP4551 NCT02676843 R01NS076837,1.0,United States,272750,United States,,Americas; North America,,Ii
1,1,"12-008988, 17-010087 NCT01818661 R01DC012519-09",1.0,United States,230224,United States,1.0,Americas; North America,,Iv
1,0,FLX-787-106 NCT03338114 TrialTroveID-312279,1.0,United States,312279,United States,1.0,Americas; North America,1.0,Iii
1,0,FLX-787-107 NCT03334786 TrialTroveID-312126,1.0,United States,312126,United States,1.0,Americas; North America,1.0,Iii
35,0,COMMEND FLX-787-203 NCT03196375 TrialTroveID-294782,1.0,United States,294782,United States,35.0,Americas; North America,36.0,Ii
,0,ACTRN12616001060437 Flex-202 TrialTroveID-279746,1.0,,279746,Australia,3.0,Australia/Oceania,1.0,I
,0,TrialTroveID-275419,1.0,,275419,United States,,Americas; North America,,I
,0,TrialTroveID-269677,1.0,,269677,Australia,,Australia/Oceania,,Ii
,0,TrialTroveID-080425,1.0,,80425,South Korea,,Asia,4.0,Ii
,0,TrialTroveID-330861,1.0,,330861,United States,1.0,Americas; North America,1.0,I
,0,TrialTroveID-080369,1.0,,80369,France,1.0,Europe; Western Europe,1.0,Ii
,0,TrialTroveID-080272,1.0,,80272,France,,Europe; Western Europe,,I
1 2 3 1 1 5,0,EudraCT Number: 2014-001489-85 FRM-0334-002 NCT02149160 TrialTroveID-232757,6.0,Belgium France Italy Netherlands United Kingdom United States,232757,Belgium; France; Italy; Netherlands; United Kingdom; United States,13.0,Americas; Europe; North America; Western Europe,18.0,Ii
,0,TrialTroveID-121983,1.0,,121983,China,,Asia,1.0,Ii
,0,TrialTroveID-106555,1.0,,106555,Israel,,Western Asia/Middle East,3.0,Ii
1,0,NCT00397423 R01-123456-1 TrialTroveID-078724,1.0,China,78724,China,,Asia,1.0,Ii
,0,CR003106 NCT00416169,,,237177,,,,,Ii
1,0,EudraCT Number: 2005-001113-18 GCSFEPO_01 NCT00298597 TrialTroveID-078765,1.0,Germany,78765,Germany,1.0,Europe; Western Europe,6.0,Ii
,0,TrialTroveID-395961,1.0,,395961,China,,Asia,,I
2,0,GP40957 NCT03807739 TrialTroveID-341032,1.0,United States,341032,United States,2.0,Americas; North America,2.0,I
1,0,EudraCT number: 2017-000299-27 GP39778 NCT03237741 TrialTroveID-306390,1.0,United Kingdom,306390,United Kingdom,1.0,Europe; Western Europe,1.0,I
1 1 8,0,EudraCT Number: 2017-002931-41 GN29823 NCT02655614 TrialTroveID-271474,3.0,Canada Netherlands United States,271474,Canada; Netherlands; United States,10.0,Americas; Europe; North America; Western Europe,16.0,I
,0,TrialTroveID-440237,1.0,,440237,China,,Asia,,I
1,0,GFH312X3101 NCT04676711 TrialTroveID-392450,1.0,Australia,392450,Australia,1.0,Australia/Oceania,1.0,I
,0,TrialTroveID-079350,1.0,,79350,United States,1.0,Americas; North America,3.0,Ii
2 1 2 1 1 1,0,ALS-GA-201 EudraCT Number: 2006-001688-49 GA-201 GoALS NCT00326625 TrialTroveID-079039,6.0,Belgium France Germany Israel Italy United Kingdom,79039,Belgium; France; Germany; Israel; Italy; United Kingdom,13.0,Europe; Western Asia/Middle East; Western Europe,9.0,Ii
,0,TrialTroveID-080381,1.0,,80381,United States,,Americas; North America,2.0,Ii
1,0,NCT03658135 TauBasket TrialTroveID-332160 UCSF-001-AET-1,1.0,United States,332160,United States,1.0,Americas; North America,2.0,I
,0,TrialTroveID-205673,1.0,,205673,United States,,Americas; North America,3.0,Ii
1,1,91-01-54-17265 IRCT201207238509N2 NCT01825551 TrialTroveID-180430,1.0,"Iran, Islamic Republic Of",180430,Iran,2.0,Western Asia/Middle East,3.0,Ii/Iii
,0,TrialTroveID-351652,,,351652,,3.0,(N/A),2.0,Iii
,0,EudraCT Number: 2014-005367-32 PROMISE TrialTroveID-298075,1.0,,298075,Italy,25.0,Europe; Western Europe,39.0,Ii
,0,jRCTs031220715 TrialTroveID-487208,1.0,,487208,Japan,,Asia,1.0,Ii
,1,ChiCTR2200062823 TrialTroveID-441147,1.0,,441147,China,1.0,Asia,1.0,Iv
,0,TrialTroveID-286282,,,286282,,,(N/A),,I
,0,ChiCTR2400079885 TrialTroveID-500356,1.0,,500356,China,1.0,Asia,1.0,I
1,0,DC-001 EudraCT Number: 2009-016817-68 NCT02442557 NL30321.040.09 TrialTroveID-216269,1.0,Netherlands,216269,Netherlands,,Europe; Western Europe,,I
1,0,HTL0014242-101 NCT03785054 TrialTroveID-339103,1.0,United Kingdom,339103,United Kingdom,1.0,Europe; Western Europe,1.0,I
,0,TrialTroveID-372757,,,372757,,,(N/A),,I
1,0,F16029 GBI1501 NCT02872142 TrialTroveID-284798,1.0,United States,284798,United States,1.0,Americas; North America,1.0,Ii
1,0,EudraCT Number: 2013-004842-40 IG1309 NCT02479802 TrialTroveID-209130,1.0,Spain,209130,Spain,1.0,Europe; Western Europe,7.0,Ii
,0,hNSCALSII NCT06344260 STEMALS TrialTroveID-511096,1.0,,511096,Italy,4.0,Europe; Western Europe,4.0,Ii
8 4 4 2,1,EudraCT Number: 2012-001995-12 I10E-0901 LIME NCT01951924 TrialTroveID-231219,4.0,France Italy Spain United Kingdom,231219,France; Italy; Spain; United Kingdom,20.0,Europe; Western Europe,23.0,Iii
,0,TrialTroveID-509880,1.0,,509880,China,,Asia,,I
,0,EudraCT Number: 2017-001983-39 NL61931.041.17 PHALS TrialTroveID-310325,1.0,,310325,Netherlands,1.0,Europe; Western Europe,3.0,Ii
,0,TrialTroveID-122009,1.0,,122009,United States,1.0,Americas; North America,3.0,I
3 1 1 2 1 1 3 1 2 2 5,1,CTD-TCNPC-301 EudraCT Number: 2020-003136-25 NCT04860960 TransportNPC TrialTroveID-402637,8.0,Australia Brazil Germany Israel Italy Poland Spain Taiwan Turkey United Kingdom United States,402637,"Australia; Germany; Israel; Poland; Spain; Taiwan, China; Turkey; United States",22.0,Americas; Asia; Australia/Oceania; Eastern Europe; Europe; North America; Western Asia/Middle East; Western Europe,24.0,Iii
1,0,CTD-TCNPC-102 NCT03893071 TrialTroveID-346391,1.0,United States,346391,United States,1.0,Americas; North America,2.0,I
2,0,CTD-TCNPC-101 NCT02939547 TrialTroveID-288905,1.0,United States,288905,United States,2.0,Americas; North America,3.0,I
2 1 2,0,CTD-TCNP-201 CTD-TCNPC-201 EudraCT Number:2015-005761-23 MOH_2017-09-17_000540 NCT02912793 TrialTroveID-287116,3.0,Israel Sweden United Kingdom,287116,Israel; Sweden; United Kingdom,5.0,Europe; Western Asia/Middle East; Western Europe,10.0,Iii
1,0,19-CH-0028 190028 NCT03887533 TrialTroveID-346005,1.0,United States,346005,United States,1.0,Americas; North America,2.0,Iii
1,0,201708114 NCT03471143 TrialTroveID-321078,1.0,United States,321078,United States,1.0,Americas; North America,2.0,Iii
1,0,130001 NCT01747135 TrialTroveID-229710,1.0,United States,229710,United States,1.0,Americas; North America,1.0,Iii
1,0,HYNR-CS-Allo-02 NCT03214146 TrialTroveID-305008,1.0,"Korea, Republic Of",305008,South Korea,1.0,Asia,1.0,I
1,0,HYNR-CS-Allo-01 NCT01758510 TrialTroveID-179974,2.0,"Korea, Republic Of",179974,South Korea; United States,1.0,Americas; Asia; North America,2.0,I
1,0,MN-166-HDT-002 NCT04054206 TrialTroveID-355238,1.0,United States,355238,United States,1.0,Americas; North America,1.0,I
7 17,1,CCR-19-137 COMBAT-ALS EudraCT Number: 2019-003549-14 MN-166-ALS-2301 NCT04057898 TrialTroveID-333564,8.0,Canada United States,333564,Canada; Germany; Greece; Hungary; Italy; Poland; Spain; United States,43.0,Americas; Eastern Europe; Europe; North America; Western Europe,25.0,Ii/Iii
1,0,MN-166-HDT-001 NCT03533387 TrialTroveID-324847,1.0,United States,324847,United States,1.0,Americas; North America,1.0,I
2,0,MN-166-ALS-1202 NCT02714036 TrialTroveID-267747,1.0,United States,267747,United States,2.0,Americas; North America,6.0,Iii
1,0,IBU-ALS-1201 MN-166-ALS-1201 NCT02238626 STEP-IBUDILAST-ALS-DB-OLE-1 TrialTroveID-215483,1.0,United States,215483,United States,1.0,Americas; North America,11.0,Ii
,0,NCT04505358 PU-AD-SD-0202 TrialTroveID-381048,1.0,,381048,United States,20.0,Americas; North America,,Ii
7 4,0,EudraCT Number: 2021-003875-32 NCT05508074 P288ALS Study TRIALS TRIALS Protocol TRIALS study TrialTroveID-403590,2.0,France Italy,403590,France; Italy,20.0,Europe; Western Europe,21.0,Ii
2,0,EudraCT Number: 2018-000443-29 NCT03610334 P188 TrialTroveID-329360,1.0,France,329360,France,1.0,Europe; Western Europe,1.0,I
,0,2008/351-31 NCT06376279,,,513537,,,,,Other
1,0,EudraCT Number: 2018-000668-28 ISRCTN83738603 NCT03705390 RG_17-250 TrialTroveID-331524,1.0,United Kingdom,331524,United Kingdom,1.0,Europe; Western Europe,1.0,Ii
1,0,"1.2, 2018-05-15 1.5, 2019-06-25 EudraCT Number: 2017-005065-47 NCT03613571 TM-105 TrialTroveID-324533",1.0,Sweden,324533,Sweden,1.0,Europe; Western Europe,1.0,Ii
,1,ALSI vig CRB4180007 jRCTs041190028 TrialTroveID-411490,1.0,,411490,Japan,1.0,Asia,1.0,Iv
,0,TrialTroveID-198313,2.0,,198313,Australia; United States,,Americas; Australia/Oceania; North America,2.0,Ii
1,0,2011P-000304 2011P00304 NCT01565395 TrialTroveID-262397 Xeomin 2012,1.0,United States,262397,United States,,Americas; North America,1.0,Ii
1,0,NCT02212119 NT-036 TrialTroveID-214357,1.0,Canada,214357,Canada,1.0,Americas; North America,4.0,Ii
1,0,2011P-000304 2011P00304 NCT01653132 TrialTroveID-164671 Xeomin 2012,1.0,United States,164671,United States,1.0,Americas; North America,2.0,Ii
3,0,NCT03168711 SURE-ALS2 TrialTroveID-294453,1.0,United States,294453,United States,3.0,Americas; North America,7.0,Ii
1,0,701 NCT02288091 TrialTroveID-220578,1.0,United States,220578,United States,1.0,Americas; North America,7.0,I
,0,TrialTroveID-303547 UMIN000024312,1.0,,303547,Japan,,Asia,1.0,Ii
1,0,M2020420 NCT04952155 TrialTroveID-408279,1.0,China,408279,China,1.0,Asia,1.0,Ii
1,0,15398 NCT01002300 R-08-395,1.0,Canada,242035,Canada,,Americas; North America,,(N/A)
1 1 1 14,0,275AS101 ALSpire EudraCT Number: 2020-000207-36 NCT04494256 NL73598.000.20 TrialTroveID-374023,5.0,Canada Italy Netherlands United States,374023,Canada; Italy; Netherlands; Spain; United States,17.0,Americas; Europe; North America; Western Europe,17.0,Iii
4 1 1 3 12,0,245AS102 BASEC2020-00921 EudraCT Number: 2019-004798-14 NCT04288856 NL73220.000.20 SNCTP000004138 TrialTroveID-368837,5.0,Canada Netherlands Switzerland United Kingdom United States,368837,Canada; Netherlands; Switzerland; United Kingdom; United States,21.0,Americas; Europe; North America; Western Europe,2.0,I
3 1 1 1 3 12,0,216409 245AS101 245AS101 - AS EudraCT Number: 2017-000294-36 NCT03626012 NL69083.000.19 SNCTP000003128 TrialTroveID-330208,6.0,Canada Ireland Netherlands Switzerland United Kingdom United States,330208,Canada; Ireland; Netherlands; Switzerland; United Kingdom; United States,21.0,Americas; Europe; North America; Western Europe,5.0,Iii
5 4 7 6 2 2 9 12 9 7 1 10 10 2 4 9 36,0,247AD201 CELIA EUCT Number: 2022-501644-15-01 EudraCT Number: 2022-501644-15 jRCT2031220635 NCT05399888 TrialTroveID-319730,17.0,Australia Belgium Canada Czechia Denmark Finland France Germany Italy Japan Netherlands Poland Spain Sweden Switzerland United Kingdom United States,319730,Australia; Belgium; Canada; Czech Republic; Denmark; Finland; France; Germany; Italy; Japan; Netherlands; Poland; Spain; Sweden; Switzerland; United Kingdom; United States,133.0,Americas; Asia; Australia/Oceania; Eastern Europe; Europe; North America; Western Europe,103.0,Ii
,0,TrialTroveID-313920,,,313920,,,(N/A),,I
2,0,101/3 MOH_2018-06-17_002459 NCT03755167 TrialTroveID-337573,1.0,Israel,337573,Israel,2.0,Western Asia/Middle East,1.0,Ii
1,0,101/ 2 NCT03652805 TrialTroveID-331573,1.0,Israel,331573,Israel,1.0,Western Asia/Middle East,1.0,Iii
,0,TrialTroveID-169886,,,169886,,,(N/A),,I
2,0,NCT05377424 OCR41682 TrialTroveID-432365,1.0,United States,432365,United States,2.0,Americas; North America,2.0,Iii
1,0,INT17470 NCT05797753 TrialTroveID-464741 U1111-1267-9023,1.0,United States,464741,United States,1.0,Americas; North America,,I
,0,TrialTroveID-370457,1.0,,370457,United States,1.0,Americas; North America,1.0,I
,0,TrialTroveID-407441,1.0,,407441,United States,1.0,Americas; North America,1.0,Ii
,0,jRCTs061230001 TrialTroveID-477476,1.0,,477476,Japan,1.0,Asia,1.0,Ii
1,1,D18095 NCT03580616 TrialTroveID-297948,1.0,United States,297948,United States,1.0,Americas; North America,1.0,Ii/Iii
2,0,L-Serine2013 NCT01835782 TrialTroveID-184975,1.0,United States,184975,United States,2.0,Americas; North America,7.0,Iii
1,0,G29007 jRCTs031180173 NCT03186040 TrialTroveID-303297 UMIN000027476,1.0,Japan,303297,Japan,1.0,Asia,1.0,Iii
1 2 2 1 4 1 2 1 1 1 7,1,2023-506805-20-00 AL001-CS-302 NCT06111014 TrialTroveID-490868,11.0,Belgium Canada France Germany Italy Netherlands Portugal Spain Sweden United Kingdom United States,490868,Belgium; Canada; France; Germany; Italy; Netherlands; Portugal; Spain; Sweden; United Kingdom; United States,23.0,Americas; Europe; North America; Western Europe,23.0,Iii
3,0,AL001-ALS-201 NCT05053035 TrialTroveID-393792,1.0,United States,393792,United States,3.0,Americas; North America,11.0,Ii
3 3 1 2 5 2 2 9 1 4 5 1 1 2 1 20,1,135892 AL001-3 BASEC2020-01901 EudraCT Number: 2019-004066-18 INFRONT-3 NCT04374136 NL72487.078.20 SNCTP000004097 TrialTroveID-371125,14.0,Argentina Australia Belgium Canada France Germany Greece Italy Netherlands Portugal Spain Sweden Switzerland Turkey United Kingdom United States,371125,Argentina; Australia; Belgium; Canada; France; Germany; Italy; Netherlands; Portugal; Spain; Sweden; Switzerland; United Kingdom; United States,62.0,Americas; Australia/Oceania; Europe; North America; South America; Western Europe,74.0,Iii
2 2 1 2 1 4,0,AL001-2 EudraCT Number: 2019-000138-20 INFRONT INFRONT-2 NCT03987295 NL70050.078.19 TrialTroveID-351601,6.0,Canada Germany Italy Netherlands United Kingdom United States,351601,Canada; Germany; Italy; Netherlands; United Kingdom; United States,12.0,Americas; Europe; North America; Western Europe,13.0,Ii
2 1 5,0,AL001-1 INFRONT NCT03636204 TrialTroveID-330789,4.0,Canada United Kingdom United States,330789,Canada; Netherlands; United Kingdom; United States,8.0,Americas; Europe; North America; Western Europe,9.0,I
1,1,LembN01 NCT06093126 TrialTroveID-489507,1.0,Canada,489507,Canada,1.0,Americas; North America,1.0,Iv
,0,EudraCT Number: 2005-003248-75 EudraCT-number 2005-03248-75 STEMALS STEMALS 01 TrialTroveID-087353,1.0,,87353,Italy,7.0,Europe; Western Europe,19.0,Iii
5,1,ALSummit ALSUMMIT HYUH-2018-09-025 KCT0005954 NCT04745299 NEURONATA-R_ALS301 TrialTroveID-393116,1.0,"Korea, Republic Of",393116,South Korea,5.0,Asia,5.0,Iii
,0,TrialTroveID-147469,1.0,,147469,South Korea,,Asia,1.0,Ii
1,0,HYNR_CS_ALS201 NCT01363401 TrialTroveID-147370,1.0,"Korea, Republic Of",147370,South Korea,1.0,Asia,3.0,Iii
,1,TrialTroveID-376264,,,376264,,,(N/A),,Iii
3 8 2 5 4 3 2 1 1 3 11 24,1,EudraCT Number: 2011-005529-34 NCT01626378 NL41019.078.12 TrialTroveID-228848 TRx-237-007,12.0,Australia Canada Croatia Germany Italy Netherlands Poland Romania Singapore Spain United Kingdom United States,228848,Australia; Canada; Croatia; Germany; Italy; Netherlands; Poland; Romania; Singapore; Spain; United Kingdom; United States,70.0,Americas; Asia; Australia/Oceania; Eastern Europe; Europe; North America; Western Europe,78.0,Iii
9 3 10 2 2 3 2 5 3 1 1 7 2 4 5 19 57,1,EudraCT Number: 2014-002013-37 NCT02245568 NL52155.078.15 NMRR-14-1486-23103 REec-2015-1385 TrialTroveID-217397 TRx-237-020 TRx-237-020 23103,18.0,"Australia Belgium Canada Croatia Finland France Germany Korea, Republic Of Malaysia Netherlands Romania Russian Federation Singapore Spain Taiwan United Kingdom United States",217397,"Australia; Belgium; Bulgaria; Canada; Croatia; Finland; France; Germany; Malaysia; Netherlands; Romania; Russia; Singapore; South Korea; Spain; Taiwan, China; United Kingdom; United States",135.0,Americas; Asia; Australia/Oceania; Eastern Europe; Europe; North America; Western Europe,245.0,Iii
1,0,8380-06-3R0 NCT00324454 TrialTroveID-078777,1.0,United States,78777,United States,1.0,Americas; North America,1.0,Ii
5 3 3 7 2 3 7 1 6 1 5 3 2 31,1,3119003 EudraCT Number: 2018-004180-31 NCT03948178 REFALS-ES TrialTroveID-342659,14.0,Australia Austria Belgium Canada Finland France Germany Ireland Italy Netherlands Spain Sweden United Kingdom United States,342659,Australia; Austria; Belgium; Canada; Finland; France; Germany; Ireland; Italy; Netherlands; Spain; Sweden; United Kingdom; United States,79.0,Americas; Australia/Oceania; Europe; North America; Western Europe,80.0,Iii
5 3 3 9 3 4 9 1 6 2 5 3 3 48,1,134169 3119002 EudraCT Number: 2017-002754-36 NCT03505021 NL64706.041.18 REFALS TrialTroveID-322838,14.0,Australia Austria Belgium Canada Finland France Germany Ireland Italy Netherlands Spain Sweden United Kingdom United States,322838,Australia; Austria; Belgium; Canada; Finland; France; Germany; Ireland; Italy; Netherlands; Spain; Sweden; United Kingdom; United States,104.0,Americas; Australia/Oceania; Europe; North America; Western Europe,128.0,Iii
4 1 1 5,0,3119001 EudraCT Number: 2014-004567-21 LEVALS NCT02487407 TrialTroveID-261530 UKCRN ID: 18646,5.0,Germany Ireland Netherlands United Kingdom,261530,Finland; Germany; Ireland; Netherlands; United Kingdom,11.0,Europe; Western Europe,15.0,Ii
,0,CTR20202126 MP-2019-004 TrialTroveID-389004,1.0,,389004,China,11.0,Asia,11.0,Ii
,0,ALALS EudraCT Number: 2005-005152-40 TrialTroveID-109559,1.0,,109559,Italy,1.0,Europe; Western Europe,1.0,Ii
,0,TrialTroveID-261108,1.0,,261108,United Kingdom,1.0,Europe; Western Europe,1.0,Ii
,1,EudraCT Number: 2008-006891-31 LICALS Extension TrialTroveID-137565 UKCRN ID: 9349,1.0,,137565,United Kingdom,,Europe; Western Europe,3.0,Iv
,0,TrialTroveID-135873,1.0,,135873,Italy,1.0,Europe; Western Europe,1.0,Ii
,0,TrialTroveID-111253,1.0,,111253,Italy,,Europe; Western Europe,1.0,Ii
,0,TrialTroveID-111182,1.0,,111182,Italy,1.0,Europe; Western Europe,2.0,Ii
,0,2707/2009 EudraCT Number: 2009-010060-41 TrialTroveID-109390,1.0,,109390,Italy,1.0,Europe; Western Europe,1.0,Ii
,1,2327/2007 EudraCT Number: 2008-001879-30 TrialTroveID-109383,1.0,,109383,Italy,,Europe; Western Europe,1.0,Iii
,1,EudraCT Number: 2008-001094-15 LitALS TrialTroveID-108793,1.0,,108793,Italy,21.0,Europe; Western Europe,40.0,Iii
,0,TrialTroveID-107925,2.0,,107925,France; United States,,Americas; Europe; North America; Western Europe,3.0,Ii
,1,6345 EudraCT Number: 2008-006891-31 ISRCTN83178718 LiCALS RAA/2008/013 TrialTroveID-104757 UKCRN ID 5745,1.0,,104757,United Kingdom,10.0,Europe; Western Europe,35.0,Iii
,0,08-192 METC UMC Utrecht LITRA NTR1448 TrialTroveID-100377,1.0,,100377,Netherlands,3.0,Europe; Western Europe,4.0,Ii
,0,LTA-2-2008 LTA-2-2008 UMC Utrecht NTR1432 TrialTroveID-097749,1.0,,97749,Netherlands,,Europe; Western Europe,1.0,Ii
15 22,1,3U01NS049640-04S1 CRC LALS-001 NCT00818389 TrialTroveID-096325 U01NS049640,2.0,Canada United States,96325,Canada; United States,37.0,Americas; North America,53.0,Ii/Iii
10,0,28.013 NCT00790582 TrialTroveID-091425,1.0,United States,91425,United States,10.0,Americas; North America,12.0,Ii
,0,TrialTroveID-121167,1.0,,121167,Spain,,Europe; Western Europe,5.0,Ii
1,0,EudraCT Number: 2008-003707-32 LISLA NCT00925847 P080401 TrialTroveID-110858,1.0,France,110858,France,1.0,Europe; Western Europe,2.0,Ii
,0,TrialTroveID-096403,1.0,,96403,Italy,,Europe; Western Europe,3.0,Ii
1,0,CONACYT234154 NCT03204500 TrialTroveID-304621,1.0,Mexico,304621,Mexico,1.0,Americas; North America,1.0,Ii
,0,TrialTroveID-508358,1.0,,508358,China,,Asia,,I
1,0,NCT02709330 TrialTroveID-274942,1.0,United States,274942,United States,1.0,Americas; North America,2.0,Ii
1 1 1 2 1 2,0,019511 EudraCT Number: 2019-003159-12 J4B-MC-OKAA NCT04408625 PROCLAIM PRV-FTD101 TrialTroveID-363569,6.0,Australia Belgium France Spain United Kingdom United States,363569,Australia; Belgium; France; Spain; United Kingdom; United States,8.0,Americas; Australia/Oceania; Europe; North America; Western Europe,9.0,Iii
,0,TrialTroveID-388278,,,388278,,,(N/A),,I
2,0,IASO MPNS01 NCT05889572 TrialTroveID-458533,1.0,France,458533,France,2.0,Europe; Western Europe,2.0,I
,0,EudraCT Number: 2014-002228-28 STEMALS-II TrialTroveID-217484,1.0,,217484,Italy,7.0,Europe; Western Europe,16.0,Ii
1 1 11 1 4 2 11 1 1 1 2 1 1 6 3 3 6,1,AB14008 AB19001 CCR-20-90 EudraCT Number: 2019-001862-13 MOH_2017-07-09_000594 NCT03127267 NL71135.041.19 TrialTroveID-300123,22.0,Belgium Denmark France Germany Greece Israel Italy Norway Poland Portugal Russian Federation Serbia Slovenia Spain Sweden Ukraine United States,300123,Argentina; Austria; Belgium; Canada; Denmark; France; Germany; Ireland; Israel; Italy; Netherlands; Norway; Poland; Portugal; Russia; Serbia; Slovenia; Spain; Sweden; Ukraine; United Kingdom; United States,56.0,Americas; Eastern Europe; Europe; North America; South America; Western Asia/Middle East; Western Europe,67.0,Iii
1,0,AB17001 EudraCT Number: 2017-001948-34 NCT05200169 QCL118054 TrialTroveID-316619,1.0,United Kingdom,316619,United Kingdom,1.0,Europe; Western Europe,1.0,I
1,1,AB10015 EudraCT Number: 2010-024423-24 MOH_2020-12-07_008659 NCT02588677 REec-2013-0211 TrialTroveID-181957,23.0,Spain,181957,"Argentina; Belgium; Canada; Colombia; Czech Republic; France; Germany; Greece; Hungary; Ireland; Israel; Italy; Mexico; Netherlands; Poland; Portugal; Romania; Serbia; Slovakia; Spain; Taiwan, China; United Kingdom; United States",40.0,Americas; Asia; Eastern Europe; Europe; North America; South America; Western Asia/Middle East; Western Europe,38.0,Ii/Iii
1 2,0,EudraCT Number: 2019-002315-26 MD1003CT201901HI NCT04252417 TrialTroveID-366994,2.0,France Hungary,366994,France; Hungary,3.0,Eastern Europe; Europe; Western Europe,2.0,I
1 4,0,EudraCT Number: 2019-002315-26 MD1003CT2019602RI NCT04252430 TrialTroveID-366993,2.0,France Hungary,366993,France; Hungary,5.0,Eastern Europe; Europe; Western Europe,4.0,I
1,0,MD1003CT2019-03MB NCT04223232 TrialTroveID-365234,1.0,United Kingdom,365234,United Kingdom,1.0,Europe; Western Europe,1.0,I
1,0,Eudract Number: 2019-003121-19 MD1003CT2019-04TQT2 NCT04168723 TQT2 TrialTroveID-361599,1.0,United Kingdom,361599,United Kingdom,1.0,Europe; Western Europe,1.0,I
1,0,EudraCT Number: 2015-005810-31 MD1003-ALS MD1003CT2015-02-ALS NCT03114215 TrialTroveID-289178,1.0,France,289178,France,1.0,Europe; Western Europe,2.0,Ii
,0,TrialTroveID-083026,2.0,,83026,Italy; United States,15.0,Americas; Europe; North America; Western Europe,,Ii
1 19,1,IGF-1/ALS Trial NCT00035815 TrialTroveID-078710,2.0,Puerto Rico United States,78710,Puerto Rico; United States,20.0,Americas; Caribbean/Central America; North America,25.0,Iii
16,1,763 E0302-J081-763 JET-ALS JETALS NCT03548311 TrialTroveID-311980 UMIN000029588,1.0,Japan,311980,Japan,25.0,Asia,29.0,Iii
42,1,E0302-J081-762 JapicCTI-070434 NCT00445172 TrialTroveID-078774,1.0,Japan,78774,Japan,42.0,Asia,,Ii/Iii
44,1,E0302-J081-761 JapicCTI-070433 NCT00444613 TrialTroveID-078715,1.0,Japan,78715,Japan,51.0,Asia,9.0,Ii/Iii
