reached_phase_3_plus,Actual Accrual (% of Target),Enrollment Close Date,Start Date,Actual Accrual (No. of patients),Primary Endpoints Reported Date,Target Accrual,Treatment Duration (Mos.),Treatment Duration Type,Enrollment Duration Type,Trial.ID,Pts/Site/Mo,Primary Completion Date Type,Enrollment Close Date Type,Primary Endpoints Reported Date Type,Pts/Site/Mo Type,Start Date Type,Trial Phase,Primary Completion Date,Enrollment Duration (Mos.),Protocol/Trial ID,Last Full Review,Last Modified Date
0,100.0,8/31/12,1/1/10,12.0,,12.0,3.0,Actual,Actual,242433,0.38,Actual,Actual,,Actual,Actual,I,12/1/12,31.97,AL-108 NAP Pilot NCT01056965 TrialTroveID-242433,3/28/18,8/9/22
0,109.0,4/1/24,10/11/22,249.0,,228.0,6.0,Anticipated,Anticipated,434057,0.4,Anticipated,Anticipated,,Anticipated,Actual,Ii,10/1/24,17.69,CORT113176-652 DAZALS EudraCT Number: 2021-005611-31 NCT05407324 NL80995.041.22 TrialTroveID-434057,5/1/24,5/2/24
0,219.0,5/17/22,3/17/22,35.0,4/26/23,16.0,0.13,Actual,Actual,431662,17.41,Actual,Actual,Anticipated,Actual,Actual,I,5/21/22,2.01,CORT113176-654 EudraCT Number: 2022-000181-18 IRAS 1005009 ISRCTN52169163 QSC207407 TrialTroveID-431662,6/7/23,7/21/23
0,67.0,9/2/21,7/13/21,16.0,,24.0,0.92,Actual,Actual,410677,9.52,Actual,Actual,,Actual,Actual,I,9/30/21,1.68,CORT113176-653 EudraCT Number: 2021-002456-36 NCT04994743 TrialTroveID-410677,10/12/21,2/24/22
0,100.0,8/23/21,8/18/21,6.0,,6.0,0.92,Actual,Actual,410425,37.5,Actual,Actual,,Actual,Actual,I,9/20/21,0.16,CORT113176-651 EudraCT Number: 2021-002544-78 NCT04990310 TrialTroveID-410425,11/29/21,2/24/22
0,90.0,8/25/20,1/27/20,110.0,,122.0,1.68,Actual,Actual,366565,15.87,Actual,Actual,,Actual,Actual,I,10/15/20,6.93,271965 CORT113176-650 EudraCT Number: 2019-004258-27 NCT04249323 TrialTroveID-366565,10/14/20,10/28/22
1,,,12/1/24,,,,,,,493193,,,,,,Anticipated,Iii,,,Study BCT-006-US TrialTroveID-493193,4/29/24,4/30/24
1,,,12/14/20,,,,,,,391780,,,,,,Actual,Iii,,,BCT-003-US NCT04681118 TrialTroveID-391780,5/1/23,10/3/23
0,128.0,,9/1/13,23.0,11/7/17,18.0,,,,211006,,Actual,,Actual,,Actual,Ii,12/1/16,,2012_69 EudraCT Number: 2013-001228-21 FAIR-ALS NCT02164253 SAFE-FAIR-ALS SAFEFAIRALS TrialTroveID-211006,3/10/17,2/22/22
1,155.0,11/4/22,1/1/19,372.0,,240.0,11.9,Anticipated,Actual,309968,0.54,Anticipated,Actual,,Actual,Actual,Ii/Iii,11/1/23,46.12,2016_76 EudraCT Number: 2017-003763-35 FAIR-ALS II NCT03293069 TrialTroveID-309968,11/9/22,11/30/22
0,,,2/1/11,,,,,,,285271,,Actual,,,,Actual,(N/A),10/1/19,,2010_29 2010-A01216-33 LymphoEnergy NCT02880033,,3/25/20
0,108.0,4/21/21,3/10/21,43.0,9/15/22,40.0,16.31,Actual,Actual,396647,7.79,Actual,Actual,Actual,Actual,Actual,Ii,8/30/22,1.38,EudraCT Number: 2020-003962-38 NCT04762589 NL75564.041.20 RT001-014 TrialTroveID-396647,9/19/22,1/4/24
0,,,9/17/18,,,,,,,333164,,,,,,Actual,I,,,TrialTroveID-333164,7/27/23,7/27/23
0,8.0,10/3/17,12/1/15,1.0,10/26/20,12.0,3.5,Actual,Actual,263745,0.02,Actual,Actual,Actual,Actual,Actual,Ii,10/3/17,22.08,15-AVP-786-203 NCT02534038 TrialTroveID-263745,1/24/18,8/1/22
0,62.0,8/24/14,5/1/14,62.0,,100.0,0.26,Actual,Actual,250379,16.4,Actual,Actual,,Actual,Actual,I,9/1/14,3.78,14-AVP-786-102 NCT02336347 TrialTroveID-250379,6/24/15,2/25/22
0,100.0,2/8/14,1/1/14,56.0,6/24/15,56.0,0.66,Actual,Actual,211881,44.8,Actual,Actual,Actual,Actual,Actual,I,3/1/14,1.25,14-AVP-786-101 NCT02174822 TrialTroveID-211881,6/30/14,10/26/22
0,100.0,10/24/13,9/1/13,56.0,,56.0,0.25,Actual,Anticipated,211878,32.94,Anticipated,Anticipated,,Anticipated,Actual,I,11/1/13,1.7,13-AVR-134 NCT02174835 TrialTroveID-211878,1/9/15,2/24/22
0,120.0,1/24/13,11/27/12,48.0,,40.0,0.25,Actual,Actual,178131,25.26,Actual,Actual,,Actual,Actual,I,2/1/13,1.9,12-AVR-132 NCT01787747 TrialTroveID-178131,6/26/13,2/24/22
1,,,,,,20.0,,,,324339,,,,,,,Iv,,,EudraCT Number: 2018-000142-18 TrialTroveID-324339,9/28/20,9/28/20
0,7.0,4/1/22,2/8/22,5.0,8/25/23,75.0,0.0,Actual,Actual,427128,0.97,Actual,Actual,Actual,Actual,Actual,Ii,4/1/22,1.71,BXCL501-203 NCT05276830 TrialTroveID-427128,9/20/22,8/29/23
0,,,,16.0,12/6/12,,0.12,Actual,,179548,,,,Actual,,,I,,,TrialTroveID-179548,12/24/12,2/24/22
1,72.0,11/1/12,6/6/12,616.0,3/26/13,850.0,2.1,Anticipated,Anticipated,169730,1.54,Actual,Anticipated,Actual,Anticipated,Actual,Iii,1/4/13,5.0,223AS304 DeNDRoN 058ext ENVISION EudraCT Number: 2011-006119-70 MREC N° 12/NW/0413 NA_00071274 NCT01622088 NL40561.041.12 TrialTroveID-169730 UKCRN ID: 12687,4/24/13,5/15/22
0,100.0,6/29/12,6/1/12,24.0,,24.0,0.12,Actual,Actual,168549,26.67,Actual,Actual,,Actual,Actual,I,7/1/12,0.9,223HV106 NCT01607034 TrialTroveID-168549,8/20/12,2/24/22
0,100.0,6/15/12,5/1/12,15.0,,15.0,0.5,Actual,Actual,167533,10.0,Actual,Actual,,Actual,Actual,I,7/1/12,1.5,223HV105 NCT01597310 TrialTroveID-167533,7/21/12,2/24/22
0,100.0,3/29/12,3/1/12,14.0,,14.0,0.12,Actual,Actual,162708,15.56,Actual,Actual,,Actual,Actual,I,4/1/12,0.9,223HV104 NCT01536249 TrialTroveID-162708,5/14/12,2/24/22
0,100.0,4/23/12,1/1/12,68.0,,68.0,0.25,Actual,Actual,160501,18.38,Actual,Actual,,Actual,Actual,I,5/1/12,3.7,223HV102 NCT01511029 TrialTroveID-160501,5/26/12,2/24/22
0,100.0,12/20/11,11/1/11,63.0,,63.0,0.5,Actual,Actual,154751,39.38,Actual,Actual,,Actual,Actual,I,1/1/12,1.6,223HV103 NCT01449578 TrialTroveID-154751,2/1/12,4/26/23
0,100.0,12/24/11,7/1/11,36.0,12/6/12,36.0,0.25,Actual,Actual,151922,3.1,Actual,Actual,Actual,Actual,Actual,I,1/1/12,5.8,223RI101 NCT01424176 TrialTroveID-151922,2/1/12,2/24/22
0,102.0,1/17/12,8/1/11,57.0,,56.0,0.52,Actual,Actual,151907,10.27,Actual,Actual,,Actual,Actual,I,2/1/12,5.55,223HV101 NCT01424163 TrialTroveID-151907,6/4/13,2/24/22
0,82.0,12/31/09,6/1/09,74.0,8/16/21,90.0,42.0,Actual,Actual,111411,0.56,Actual,Actual,Actual,Actual,Actual,Ii,7/1/13,7.0,CL211 KNOPP CL211 KNS-760704-CL211 NCT00931944 TrialTroveID-111411,5/29/14,11/7/23
1,117.0,9/30/11,3/28/11,942.0,1/3/13,804.0,12.0,Actual,Actual,105607,1.91,Actual,Actual,Actual,Actual,Actual,Iii,9/28/12,6.1,223AS302 DeNDRoN 058 EMPOWER EudraCT Number: 2010-022818-19 KNS-760704-CL301 NCT01281189 NL35564.041.11 TrialTroveID-105607 UKCRN ID: 9001,12/11/13,5/9/22
0,242.0,1/26/09,4/9/08,194.0,12/9/09,80.0,6.11,Actual,,78900,,Actual,Actual,Actual,,Actual,Ii,7/31/09,,CL201 KNS 760704-CL201 KNS-760704-CL201 NCT00647296 TrialTroveID-078900,11/10/09,2/15/22
0,,,1/1/07,24.0,9/14/08,,0.5,Actual,,78890,,,,Actual,,Actual,I,,,KNS 760704-CL002 TrialTroveID-078890,10/22/10,2/23/22
0,125.0,10/1/07,9/24/07,30.0,12/2/07,24.0,1.0,Actual,Anticipated,78888,120.0,Anticipated,Anticipated,Actual,Anticipated,Actual,I,11/1/07,0.25,KNS 760704-CL001 TrialTroveID-078888,1/30/10,2/23/22
0,70.0,8/14/21,7/25/19,28.0,3/8/23,40.0,0.99,Actual,Actual,345808,0.57,Actual,Actual,Actual,Actual,Actual,Iii,9/13/21,24.67,NCT03883581 OCR20392 TrialTroveID-345808,11/18/21,9/26/23
0,,1/26/18,11/28/17,,,18.0,0.12,Actual,Actual,315238,9.28,Actual,Actual,,Actual,Actual,I,1/30/18,1.94,17-AVR-135 NCT03381664 TrialTroveID-315238,2/26/18,2/25/22
1,4.0,7/2/17,9/1/15,5.0,4/18/17,125.0,5.91,Actual,Actual,261362,0.11,Actual,Actual,Actual,Actual,Actual,Iv,7/2/17,22.01,15-AVR-404 NCT02496039 TrialTroveID-261362,5/12/16,8/4/20
1,,,1/1/01,,,,,,,224640,,Actual,,,,Actual,Iii,4/1/02,,99-AVR-102 AVP-923 NCT00021697,,7/13/16
0,100.0,11/18/14,4/1/13,60.0,3/4/16,60.0,2.3,Actual,Actual,182930,0.44,Actual,Actual,Actual,Actual,Actual,Ii,1/27/15,19.58,2012P001274 NCT01806857 NUE-2012 TrialTroveID-182930,3/28/17,2/2/22
1,,,,18.0,10/8/12,,9.0,Actual,,175656,,,,Actual,,,Iv,,,TrialTroveID-175656,10/10/12,11/5/12
1,89.0,7/6/09,,253.0,11/10/09,283.0,3.0,Actual,,114507,,,Actual,Actual,,,Iii,,,STAR-Ext TrialTroveID-114507,11/11/09,4/3/17
0,,,,50.0,4/1/09,,,,,106736,,,,Actual,,,I,,,ACSS TrialTroveID-106736,4/2/09,2/24/22
1,,,,,,,1.0,Actual,,80397,,,,,,,Iii,,,TrialTroveID-080397,11/8/13,11/24/15
1,109.0,3/16/09,12/10/07,326.0,8/11/09,300.0,3.0,Actual,Actual,77401,0.35,Actual,Actual,Actual,Actual,Actual,Iii,6/15/09,15.2,07-AVR-123 HUM00016766 NA_00014202 NCT00573443 STAR TrialTroveID-077401,12/10/14,2/1/22
1,92.0,6/1/06,3/1/03,553.0,5/17/11,600.0,12.0,Actual,Actual,5588,0.32,Actual,Actual,Actual,Actual,Actual,Iii,6/1/07,39.1,02-AVR-107 NCT00056524 TrialTroveID-005588,7/30/14,11/21/23
0,,4/8/15,3/1/15,,,24.0,2.75,Actual,Actual,254771,19.2,Actual,Actual,,Actual,Actual,I,7/1/15,1.25,15-AVP-786-103 NCT02402595 TrialTroveID-254771,7/15/16,2/25/22
0,,,,27.0,5/24/10,,0.75,Actual,,129210,,,,Actual,,,I,,,06-AVR-121 TrialTroveID-129210,6/17/10,2/24/22
0,93.0,12/10/18,10/1/17,109.0,9/3/21,117.0,9.5,Actual,Actual,323292,1.27,Actual,Actual,Actual,Actual,Actual,Ii,9/25/19,14.29,ACTRN12618000534280 SPIRIT Compliant TEALS Study TrialTroveID-323292 U1111-1211-7805,11/11/21,5/2/22
0,,,1/11/17,,,30.0,,,,285693,,Anticipated,,,,Anticipated,I,3/31/17,,EudraCT Number: 2016-003859-30 NL59310.056.16 TrialTroveID-285693,7/3/18,2/25/22
0,,4/3/24,3/1/24,,,7.0,0.92,Anticipated,Anticipated,505876,6.48,Anticipated,Anticipated,,Anticipated,Actual,I,5/1/24,1.08,DNLI-F-0009 NCT06281158 TrialTroveID-505876,3/4/24,3/4/24
1,,12/30/24,5/24/23,,,240.0,6.0,Anticipated,Anticipated,449641,12.46,Anticipated,Anticipated,,Anticipated,Actual,Ii/Iii,7/1/25,19.26,2019P003518G HEALEY ALS Platform – Regimen G NCT05842941 TrialTroveID-449641,6/1/23,4/24/24
0,97.0,11/17/22,8/11/21,29.0,11/15/23,30.0,0.92,Anticipated,Anticipated,393846,0.27,Anticipated,Anticipated,Actual,Anticipated,Actual,I,12/15/22,15.22,DNLI-F-0003 EudraCT Number: 2021-001766-37 NCT05006352 NL77969.056.21 TrialTroveID-393846,1/23/24,2/23/24
0,129.0,,12/23/20,31.0,,24.0,,,,386637,,Actual,,,,Actual,I,6/4/21,,DNLI-F-0002 NCT04581772 TrialTroveID-386637,6/14/21,2/24/22
0,109.0,7/14/21,2/20/20,96.0,10/6/21,88.0,0.66,Actual,Actual,355585,5.73,Actual,Actual,Actual,Actual,Actual,I,8/3/21,16.76,DNLI-F-0001 EudraCT Number: 2019-004027-21 NCT04268784 NL72239.056.19 TrialTroveID-355585,10/8/21,2/16/24
0,,5/2/24,2/1/22,,,106.0,18.0,Anticipated,Anticipated,422947,0.15,Anticipated,Anticipated,,Anticipated,Actual,Iii,11/1/25,26.97,DNLI-H-0001 EudraCT Number: 2021-005733-16 FTD-GRN NCT05262023 NL81299.056.22 TrialTroveID-422947,1/10/24,4/24/24
0,94.0,12/6/19,12/14/18,15.0,,16.0,6.41,Anticipated,Anticipated,337679,0.43,Actual,Anticipated,,Anticipated,Actual,I,6/18/20,11.73,DNLI-D-0003 EudraCT Number: 2018-003623-11 NCT03757351 NL67676.056.18 TDR16536 TrialTroveID-337679,7/13/20,2/22/22
0,,10/1/18,3/1/18,56.0,11/19/18,,,,Actual,327301,7.97,,Actual,Actual,Actual,Actual,I,,7.03,TrialTroveID-327301,11/23/18,3/2/23
0,,,12/1/19,,,,,,,322502,,,,,,Anticipated,I,,,TrialTroveID-322502,9/21/20,7/16/21
0,,,7/28/21,18.0,,,,,,464738,,Actual,,,,Actual,I,9/6/21,,BDR16957 NCT05797701 TrialTroveID-464738 U1111-1256-9220,4/6/23,4/7/23
0,,6/29/21,11/30/20,84.0,1/10/23,,0.69,Actual,Actual,458128,12.1,Actual,Actual,Actual,Actual,Actual,I,7/20/21,6.94,NCT05795907 TDU16519-TDR16520 TrialTroveID-458128 U1111-1254-0034,4/5/23,3/15/24
0,117.0,3/8/23,3/29/22,305.0,6/1/24,261.0,12.0,Actual,Actual,415581,0.43,Actual,Actual,Anticipated,Actual,Actual,Ii,3/7/24,11.31,ACT16970 CCR-21-72 CTR20221567 EUCT number: 2023-509442-36-00 EudraCT Number: 2021-004156-42 HIMALAYA jRCT2031220078 NCT05237284 NL79644.041.21 TrialtroveID-415581 U1111-1263-5766,4/12/24,4/30/24
0,88.0,,8/5/21,14.0,12/1/21,16.0,,,,377375,,Actual,,Anticipated,,Actual,I,10/11/21,,EudraCT Number: 2021-001076-42 NCT04982991 PKM17247 TrialTroveID-377375 U1111-1264-3008,11/2/21,5/24/22
0,44.0,12/29/21,11/14/21,8.0,,18.0,11.99,Actual,Actual,422050,2.7,Actual,Actual,,Actual,Actual,Ii,12/29/22,1.48,NCT05176093 REViVALS-1B TrialTroveID-422050 VMALS-002-2b,2/14/23,2/14/23
0,100.0,1/12/22,2/9/21,18.0,9/2/22,18.0,5.92,Actual,Actual,279969,0.32,Actual,Actual,Actual,Actual,Actual,Ii,7/11/22,11.08,NCT04632225 REViVALS-1A TrialTroveID-279969 VMALS-002-2,9/12/22,2/3/23
0,100.0,10/31/14,3/1/14,18.0,2/6/17,18.0,9.01,Actual,Actual,200898,2.24,Actual,Actual,Actual,Actual,Actual,Iii,8/1/15,8.02,NCT02039401 TrialTroveID-200898 VMALS-001 / B,8/22/17,9/23/23
1,,10/2/21,1/1/20,,,40.0,2.96,Anticipated,Anticipated,356001,1.9,Anticipated,Anticipated,,Anticipated,Anticipated,Iv,12/31/21,21.03,CTRI/2019/08/020596 TrialTroveID-356001,8/27/19,5/4/21
1,,,8/1/14,,,60.0,,,,213653,,Anticipated,,,,Actual,Iv,8/1/17,,ChiCTR-TRC-14004981 TrialTroveID-213653,12/28/16,11/17/20
1,,,,,,,7.5,Actual,,105587,,,,,,,Iv,,,TrialTroveID-105587,5/15/18,3/7/24
1,,12/31/25,1/1/22,,,1176.0,12.0,Anticipated,Anticipated,493918,2.45,Anticipated,Anticipated,,Anticipated,Actual,Iv,12/31/26,47.99,ChiCTR2300078043 TrialTroveID-493918,11/29/23,11/30/23
1,,,,12.0,11/20/18,,,,,338865,,,,Actual,,,Iv,,,TrialTroveID-338865,12/14/18,12/14/18
1,,,,9.0,5/18/12,,0.5,Actual,,167932,,,,Actual,,,Iv,,,TrialTroveID-167932,5/21/12,2/23/23
1,113.0,3/17/08,7/15/04,27.0,11/4/08,24.0,0.5,Actual,Actual,103048,,Actual,Actual,Actual,,Actual,Iv,4/1/08,44.1,NCT00812851 THC SG TrialTroveID-103048,1/14/09,8/12/11
0,,,2/1/15,,,,,,,255308,,Actual,,,,Actual,Ii,9/19/16,,IND 123119 Protocol B NCT02414230 T807ALS,,9/17/20
1,,,,,,,,,,511751,,,,,,,Iii,,,TrialTroveID-511751,4/8/24,4/22/24
1,50.0,,10/26/22,15.0,,30.0,,,,444366,,Actual,,,,Actual,Iii,6/27/23,,jRCT2041220069 MT-1186-A-301 NCT05568615 TrialTroveID-444366,10/30/23,1/2/24
0,,,6/10/19,16.0,1/5/24,,,,,430360,,Actual,,Actual,,Actual,I,7/24/19,,Food Effect Study MT-1186-J06 NCT05342597 TrialTroveID-430360,4/28/22,1/11/24
0,,,,6.0,,,,,,423335,,,,,,,I,,,PMC 3208-6 Study J05 TrialTroveID-423335,1/22/22,2/19/24
1,101.0,3/23/23,11/13/20,384.0,12/1/24,380.0,4.31,Actual,Actual,385686,0.14,Actual,Actual,Anticipated,Actual,Actual,Iii,8/1/23,28.27,20-2340 BASEC2020-02985 CCR-20-158 EudraCT Number: 2019-004256-11 jRCT2031200301 MT-1186-A02 NCT04569084 SNCTP000004361 TrialTroveID-385686,8/3/23,5/2/24
0,,,10/17/18,84.0,,,,,,380057,,Actual,,,,Actual,I,12/20/18,,MT-1186-J02 NCT04481789 TrialTroveID-380057,7/23/20,2/24/22
1,,,7/1/16,16.0,4/14/20,,,,,373066,,,,Actual,,Actual,Iv,,,TrialTroveID-373066,4/27/20,4/27/20
1,,11/10/20,11/11/19,,,60.0,12.0,Anticipated,Anticipated,360982,5.0,Anticipated,Anticipated,,Anticipated,Anticipated,Iv,11/10/21,11.99,CTRI/2019/11/021838 ESEALS TrialTroveID-360982,4/26/22,4/26/22
1,,2/2/24,10/21/19,,,300.0,0.92,Anticipated,Anticipated,360137,0.18,Anticipated,Anticipated,,Anticipated,Actual,Iv,3/1/24,51.45,NCT04259255 REFINE-ALS TrialTroveID-360137,8/25/23,4/26/24
1,,3/2/24,10/8/19,,,160.0,6.02,Anticipated,Anticipated,357767,3.03,Anticipated,Anticipated,,Anticipated,Actual,Iv,9/1/24,52.83,NCT04097158 TrialTroveID-357767,1/21/22,12/23/23
1,,5/1/18,5/1/17,331.0,6/17/20,,12.0,Actual,Actual,378613,0.71,Actual,Actual,Actual,Actual,Actual,Iv,5/1/19,11.99,TrialTroveID-378613,7/8/20,2/22/22
1,,,8/1/17,37.0,11/8/19,,,,,364529,,Actual,,Actual,,Actual,Iv,5/1/19,,TrialTroveID-364529,12/31/19,12/31/19
0,,,9/18/18,27.0,11/8/19,,,,,353853,,Actual,,Actual,,Actual,I,10/20/18,,3208-4 MCI-186-J25 NCT04029090 TrialTroveID-353853,7/24/19,2/24/22
0,100.0,3/21/19,11/6/18,12.0,4/7/20,12.0,0.1,Actual,Actual,332552,0.9,Actual,Actual,Actual,Actual,Actual,I,3/25/19,4.44,3208-3 EudraCT Number: 2018-001163-23 MCI-186-E05 MCI-186-E05 HP NCT03664544 TrialTroveID-332552,4/17/19,2/1/24
1,,10/1/21,,,10/1/22,,6.0,Anticipated,,330298,,Anticipated,Anticipated,Anticipated,,,Iv,4/1/22,,3208-5 TrialTroveID-330298,6/7/21,2/19/24
1,,,,,,,,,,325114,,,,,,,Iii,,,TrialTroveID-325114,12/30/20,12/30/20
1,114.0,10/12/17,10/13/15,800.0,,700.0,60.0,Anticipated,Actual,317338,,Anticipated,Actual,,,Actual,Iv,10/12/22,23.98,SUNRISE Japan TrialTroveID-317338 UMIN000023978,2/17/23,2/17/23
0,,,,28.0,10/15/17,,3.0,Actual,,315808,,,,Actual,,,Ii,,,TrialTroveID-315808,1/4/18,2/2/22
0,111.0,4/14/18,10/27/16,30.0,3/2/20,27.0,0.07,Actual,Actual,309684,1.71,Actual,Actual,Actual,Actual,Actual,I,4/16/18,17.54,MCI-186-J22 NCT03289208 TrialTroveID-309684,6/29/18,4/12/23
0,92.0,7/18/18,11/16/16,22.0,2/28/20,24.0,0.07,Actual,Actual,309683,0.55,Actual,Actual,Actual,Actual,Actual,I,7/20/18,20.01,MCI-186-J23 NCT03289234 TrialTroveID-309683,11/29/18,4/12/23
1,,,11/16/16,,,20.0,,,,306199,,,,,,Actual,Iii,,,TrialTroveID-306199 UMIN000024854,3/6/20,3/6/20
0,,,9/1/15,50.0,11/8/16,,,,,294466,,,,Actual,,Actual,Ii,,,TrialTroveID-294466,1/23/17,11/3/21
0,,,2/1/15,,,10.0,,,,252252,,Actual,,,,Actual,Iii,8/3/16,,TrialTroveID-252252 UMIN000016352,11/17/16,2/22/22
1,107.0,3/3/14,11/28/11,137.0,4/20/16,128.0,6.0,Actual,Actual,157748,5.05,Actual,Actual,Actual,Actual,Actual,Iii,9/1/14,27.14,J19 MCI186-19 NCT01492686 Study 19 TrialTroveID-157748,6/22/15,4/10/24
0,100.0,,9/1/11,5.0,12/7/13,5.0,,,,152786,,,,Actual,,Anticipated,Ii,,,TrialTroveID-152786 UMIN000006103,12/3/13,6/6/19
1,,,,49.0,12/1/07,,,,,121739,,,,Actual,,,Iii,,,TrialTroveID-121739,10/30/10,6/6/19
1,129.0,10/30/08,1/1/07,181.0,3/4/16,140.0,6.0,Actual,Actual,79058,8.25,Actual,Actual,Actual,Actual,Actual,Iii,5/1/09,21.95,MCI186-17 NCT00424463 TrialTroveID-79058,3/7/11,11/9/22
1,135.0,12/31/07,12/1/06,27.0,3/4/16,20.0,6.0,Actual,Actual,78952,1.04,Actual,Actual,Actual,Actual,Actual,Iii,7/1/08,12.98,MCI186-18 NCT00415519 TrialTroveID-078952,11/19/08,6/6/19
1,103.0,3/2/08,5/1/06,206.0,12/12/13,200.0,6.0,Actual,Actual,78836,0.32,Actual,Actual,Actual,Actual,Actual,Iii,9/1/08,22.1,JapicCTI-060256 MCI186-16 NCT00330681 Study 16 TrialTroveID-078836,11/19/08,10/31/23
0,,,,20.0,11/30/06,,6.0,Actual,,78784,,,,Actual,,,Ii,,,TrialTroveID-078784,10/28/10,2/7/22
0,,,,,,,,,,350974,,,,,,,I,,,MT-1186-G01 TrialTroveID-350974,5/8/20,2/24/22
0,,,,9.0,11/17/21,,,,,423334,,,,Actual,,,I,,,Study J04 TrialTroveID-423334,1/22/22,3/14/22
0,,,3/22/19,42.0,5/6/21,,,,,423333,,Actual,,Actual,,Actual,I,4/21/19,,MT-1186-J03 NCT04493281 Study J03 TrialTroveID-423333,1/22/22,1/22/24
1,67.0,8/1/23,1/11/22,202.0,,300.0,0.0,Actual,Actual,420326,0.29,Actual,Actual,,Actual,Actual,Iii,8/1/23,18.64,BASEC2022-00492 EudraCT Number: 2021-003900-42 jRCT2071210117 MT-1186-A04 NCT05151471 SNCTP000005181 TrialTroveID-420326,8/3/23,3/29/24
0,100.0,3/19/21,2/26/21,36.0,1/8/24,36.0,0.43,Actual,Actual,397963,52.17,Actual,Actual,Actual,Actual,Actual,I,4/1/21,0.69,jRCT2031200361 MT-1186-Z-101 NCT04776135 TrialTroveID-397963,5/18/21,1/10/24
1,89.0,10/8/21,10/29/20,124.0,,140.0,22.0,Actual,Actual,386225,0.23,Actual,Actual,,Actual,Actual,Iii,8/8/23,11.31,19-2377 EudraCT Number: 2020-000376-38 jRCT2041200084 MT-1186-A03 NCT04577404 TrialTroveID-386225,10/31/23,1/12/24
1,,,,,,400.0,11.0,Anticipated,,373996,,,,,,,Iii,,,MT-1186-G03 TrialTroveID-373996,3/29/23,3/29/23
0,67.0,4/14/20,1/24/20,6.0,1/24/24,9.0,0.07,Actual,Actual,366825,2.26,Actual,Actual,Actual,Actual,Actual,I,4/16/20,2.66,JapicCTI-205129 jRCT2080225036 MT-1186-J05 NCT04254913 TrialTroveID-366825,10/5/20,3/18/24
0,100.0,9/2/19,4/17/19,9.0,5/12/23,9.0,0.07,Actual,Actual,361981,1.99,Actual,Actual,Actual,Actual,Actual,I,9/4/19,4.53,JapicCTI-195050 jRCT2080224962 MT-1186-J04 NCT04176224 TrialTroveID-361981,11/26/19,3/18/24
0,,,,,,,,,,350976,,,,,,,Ii,,,TrialTroveID-350976,6/30/21,6/30/21
1,123.0,10/11/20,11/18/19,185.0,6/1/22,150.0,11.86,Actual,Actual,350975,0.34,Actual,Actual,Actual,Actual,Actual,Iii,10/7/21,10.78,EudraCT Number: 2019-002108-41 JapicCTI-195070 jRCT2080224982 MT-1186-A01 NCT04165824 TrialTroveID-350975,11/10/21,3/7/24
0,,7/14/18,3/20/18,74.0,11/20/18,,0.66,Actual,Actual,350519,19.42,Actual,Actual,Actual,Actual,Actual,I,8/3/18,3.81,MT-1186-J01 NCT04481750 TrialTroveID-350519,6/5/19,2/24/22
0,,8/9/19,6/5/19,40.0,,,0.23,Actual,Actual,364988,18.69,Actual,Actual,,Actual,Actual,I,8/16/19,2.14,NCT04219865 NJYK-CPEDRV-I TrialTroveID-364988,1/14/20,2/24/22
1,,9/20/24,5/1/24,,,30.0,3.35,Anticipated,Anticipated,513626,6.42,Anticipated,Anticipated,,Anticipated,Anticipated,Iv,12/31/24,4.67,ChiCTR2400082879 TrialTroveID-513626,4/21/24,4/22/24
0,97.0,,11/7/23,29.0,,30.0,,,,490509,,Actual,,,,Actual,I,12/14/23,,NCT06107205 TrialTroveID-490509 TTYP01-02-2022,3/26/24,3/26/24
0,120.0,,4/24/20,72.0,,60.0,,,,373533,,Actual,,,,Actual,I,12/17/20,,Auzone-01 NCT04370431 TrialTroveID-373533,4/7/21,2/24/22
0,,,,,,42.0,,,,389173,,,,,,,I,,,CTR20202055 TrialTroveID-389173 XWY-3-LC-04,11/26/22,11/26/22
1,92.0,1/10/24,3/6/23,206.0,,225.0,0.0,Actual,Actual,457360,0.55,Actual,Actual,,Actual,Actual,Iii,1/10/24,10.19,ADOREXT EudraCT Number:2022-003050-32 FAB122-CT-2201 NCT05866926 NL83050.100.22 TrialTroveID-457360,1/16/24,4/22/24
1,,7/22/23,10/18/21,,1/10/24,300.0,,,Anticipated,411401,0.37,,Anticipated,Actual,Anticipated,Actual,Iii,,21.09,21/YH/0144 ADORE EudraCT Number: 2020-003376-40 FAB122-CT-2001 NCT05178810 NL74715.041.21 NL79225.041.21 TrialTroveID-411401,1/16/24,3/29/24
0,,,,18.0,5/29/18,,,,,325435,,,,Actual,,,I,,,TrialTroveID-325435,6/2/18,2/24/22
0,,,,,12/10/15,,,,,269589,,,,Actual,,,I,,,TrialTroveID-269589,12/11/15,2/25/22
0,,7/1/15,5/1/15,,12/10/15,8.0,0.5,Actual,Anticipated,269586,4.0,Anticipated,Anticipated,Actual,Anticipated,Anticipated,I,7/17/15,2.0,EudraCT number: 2015-000685-64 NL52559.041.15 TrialTroveID-269586,12/11/15,1/4/18
1,,,12/1/16,,12/1/18,,,,,212552,,,,Anticipated,,Anticipated,Ii/Iii,,,ADORE TrialTroveID-212552,9/28/20,9/29/20
1,,12/31/24,10/7/21,,,300.0,12.0,Anticipated,Anticipated,417379,0.45,Anticipated,Anticipated,,Anticipated,Actual,Iv,12/31/25,38.82,266376 NCT05095571 TrialTroveID-417379,11/9/23,3/17/24
