Other Tested Drug,Other Tested Drug: Mechanism Of Action,reached_phase_3_plus,Other Tested Drug: Target,Treatment Plan,Protocol/Trial ID,Prior/Concurrent Therapy,Other Tested Drug: Therapeutic Class,Primary Tested Drug: Target,Trial.ID,Primary Tested Drug,Primary.Tested.Drug.Mechanism.Of.Action,Primary Tested Drug: Therapeutic Class,Trial Phase
,,0,,Patients are administered with anti-HERV-K monoclonal antibody.,TrialTroveID-372757,,,Unspecified,372757,Hu-GNK-301,Unidentified pharmacological activity,"Antidiabetic; Monoclonal antibody, humanized; Neuroprotective",I
,,0,,"Number of Arms : 1 Arm 1: Experimental: Albutein 5% Plasma exchanges with Albutein 5% as a replacement solution Assigned Interventions: Biological: Albutein 5% Plasma exchange will be performed using Albutein 5% as the replacement solution. Albutein is manufactured from human plasma. The dose of Albutein 5% for replacement following plasma removal will be calculated based on gender, weight, and the hematocrit of the subject. Other Name: Albutein 5% solution for perfusion. Enrolled subjects will be treated with PE using Albutein 5% as a replacement solution during an Intensive Treatment Phase (2 PEs per week over 3 weeks) followed by a Maintenance Treatment Phase (weekly PE for 21 weeks) for a total treatment duration of 6 months. A 6-month follow up will begin after the last PE.",F16029 GBI1501 NCT02872142 TrialTroveID-284798,,,,284798,"human albumin, Grifols",,Hepatoprotective; Blood fraction; Cognition enhancer; Neuroprotective,Ii
,,0,,"Patient will receive (IV) Human albumin solution (50 g/l). Other name: Albutein 5% Number of Arm:1 Arm1: Experimental: Albumin Plasma exchange with Albumin Assigned Intervention: Biological: Albumin 27 plasma exchange procedures using Albumin 5% (estimated 3000 mL per plasma exchange) as replacement solution: •three weeks of intensive treatment with two plasma exchanges per week •twenty-one weeks of maintenance treatment with one weekly plasma exchange Other Names: Human Albumin 5% Albutein 5% A 6 month (24 weeks) treatment period consisting in an Intensive Treatment Phase of 2 PEs per week over 3 weeks (6 PEs in total), followed by a Maintenance Treatment Phase of one weekly PE for 21 weeks (21 PEs). Subjects were treated over 6 months (intensive phase of bi-weekly PE during 3 weeks followed by maintenance phase with weekly PE). All patients were followed for an additional 6 months. Patients underwent 6 months of PE-treatment with 5% albumin (Albutein® 5%) replacement in two phases: one intensive phase involving two PE sessions per week for three weeks, followed by a maintenance phase involving one PE session per week for 21 weeks. The follow-up period after treatment was 6 months.",EudraCT Number: 2013-004842-40 IG1309 NCT02479802 TrialTroveID-209130,,,,209130,"human albumin, Grifols",,Hepatoprotective; Blood fraction; Cognition enhancer; Neuroprotective,Ii
,,0,,"Number of arms: 3 Experimental: hNSC 20*10^6 Inoculation of 20*10^6 neural stem cells into the right lateral ventricle through a silicone catheter Procedure: human Neural Stem Cells (hNSC) The patient is placed on a regular operating room table with or without rigid head fixation. Procedure will be performed whether under general anesthesia or sedation and local anesthesia. Image guidance will be registered using the frameless stereotactic AxiEM system. Image guidance will be used to perform ventricular cannulation with the catheter passed over an electromagnetic-tipped stylet, which is recognized and tracked by the navigation system. The correct placement of the catheter is verified by the egress of CSF. Finally the electromagnetic stylet will be removed and a Rickam reservoir connect to ventricular catheter. Operative time will be about 30 minute. A post-operative CT scan will be obtained in all patients to confirm the catheter position. Other Name: Injection of human neural stem cells into brain lateral ventricle Experimental: hNSC 40*10^6 Inoculation of 40*10^6 neural stem cells into the right lateral ventricle through a silicone catheter Procedure: human Neural Stem Cells (hNSC) The patient is placed on a regular operating room table with or without rigid head fixation. Procedure will be performed whether under general anesthesia or sedation and local anesthesia. Image guidance will be registered using the frameless stereotactic AxiEM system. Image guidance will be used to perform ventricular cannulation with the catheter passed over an electromagnetic-tipped stylet, which is recognized and tracked by the navigation system. The correct placement of the catheter is verified by the egress of CSF. Finally the electromagnetic stylet will be removed and a Rickam reservoir connect to ventricular catheter. Operative time will be about 30 minute. A post-operative CT scan will be obtained in all patients to confirm the catheter position. Other Name: Injection of human neural stem cells into brain lateral ventricle Placebo Comparator: Saline Solution (placebo) Inoculation of saline (placebo) into the right lateral ventricle through a silicone catheter The reservoir will be placed to all recruited patients in a first surgical session, after randomization half of the subjects will receive the drug product (further randomized for doses) and half the placebo. After three months (period of time considered the minimum for a correct clinical evaluation that does not risk having to exclude patients treated with placebo from subsequent treatment with cells due to excessive physical decline), patients that already received cells will also be infused with placebo while the others will be randomized and transplanted with one of the two cell doses previously mentioned Procedure: Saline (Placebo) The patient is placed on a regular operating room table with or without rigid head fixation. Procedure will be performed whether under general anesthesia or sedation and local anesthesia. Image guidance will be registered using the frameless stereotactic AxiEM system. Image guidance will be used to perform ventricular cannulation with the catheter passed over an electromagnetic-tipped stylet, which is recognized and tracked by the navigation system. The correct placement of the catheter is verified by the egress of CSF. Finally the electromagnetic stylet will be removed and a Rickam reservoir connect to ventricular catheter. Operative time will be about 30 minute. A post-operative CT scan will be obtained in all patients to confirm the catheter position. Other Name: Injection of saline into brain lateral ventricle",hNSCALSII NCT06344260 STEMALS TrialTroveID-511096,,,,511096,"human fetal-derived neural stem cells, unspecified",Unidentified pharmacological activity,"Cellular therapy, other",Ii
"immunoglobulin (intravenous), Baxter",Immunostimulant,1,,Number of Arms: 2 Experimental : Group A : I10E then Kiovig® 1 g/kg for 1-3 days up to 2 g/kg for 2-5 days every 4 to 8 weeks (±7 days) Experimental : Group B : Kiovig® then I10E 1 g/kg for 1-3 days up to 2 g/kg for 2-5 days every 4 to 8 weeks (±7 days) Dose and method of administration: Dosage and treatment course frequency could vary from subject to subject. The treatment schedule was to be maintained stable at the same level according to randomization unless there was a medically justified need to change it. The allowed range was between 1 g/kg over 1-3 days and 2 g/kg over 2-5 days every 4 to 8 weeks (7 days). I10E and Kiovig were administered in a double-blind manner by investigators. Duration of treatment: Randomized subjects were treated for between 42 and 50 weeks including two 21 to 25-week periods with Kiovig and I10E or vice versa. The exact duration of the treatment and follow-up depended on each subject’s own schedule.,EudraCT Number: 2012-001995-12 I10E-0901 LIME NCT01951924 TrialTroveID-231219,,"Immunomodulator, anti-infective; Haematological; Antibody, non-monoclonal; Immunostimulant, other; Immunosuppressant; Cognition enhancer; Neurological",,231219,"human normal Immunoglobulin, LFB",Immunostimulant,"Haematological; Antibody, non-monoclonal; Immunostimulant, anti-AIDS; Immunostimulant, other; Neurological",Iii
,,0,,Subjects will receive HX101 capsule,TrialTroveID-509880,,,Unspecified,509880,HX-101,Unidentified pharmacological activity,Neuroprotective,I
riluzole,Dopamine receptor agonist; Glutamate antagonist; Voltage-gated sodium channel antagonist,0,sodium voltage-gated channel alpha subunit 5,Number of arms: 2 Patients will receive either combination of penicillin G and hydrocortisone or placebo,EudraCT Number: 2017-001983-39 NL61931.041.17 PHALS TrialTroveID-310325,,Antiparkinsonian; Antipsychotic; Neuroprotective,,310325,hydrocortisone benzylpenicillin,Corticosteroid agonist Cell wall synthesis inhibitor,Anti-inflammatory Beta-lactam antibiotic,Ii
,,0,,"Patients were randomized to low dose Ritonavir at 200mg BID, high dose Ritonavir at 400mg BID, Hydoxyurea at 1000mg QD or placebo. Patients were followed monthly for 6 months and given an option of open label treatment at the end of the study and followed monthly for an additional 6 months.",TrialTroveID-122009,,,"ribonucleotide reductase catalytic subunit M1 cytochrome P450 family 3 subfamily A member 4; gag-pol, HIV-1",122009,"hydroxycarbamide, NCI ritonavir",Ribonucleoside triphosphate reductase inhibitor Cytochrome P450 inhibitor; HIV protease inhibitor,"Antiviral, anti-HIV; Antisickling Alimentary/Metabolic, other; Antiviral, anti-HIV",I
,,1,,"Number of Arms: 3 Experimental : Experimental Intravenous administration of 2000 mg/kg hydroxypropyl betacyclodextrin (Trappsol Cyclo) (based on body weight) diluted with 0.5N saline over at least 6.5 hours every 2 weeks Placebo Comparator : Placebo comparator Intravenous administration of 0.5N saline over at least 6.5 hours every 2 weeks Experimental : Open Label sub-study for Infants up to age 3 Up to 12 patients age 0 - 3 yrs in countries following EMA guidance may be enrolled in this open label sub-study. All patients will receive 2000 mg/kg hydroxypropyl betacyclodextrin (Trappsol Cyclo) diluted with 0.5N saline at the clinician's discretion over 6.5 hours every 2 weeks. Outcome measures are safety, clinician and caregiver impressions. Patients will be randomized to receive Trappsol Cyclo or placebo at a 2:1 ratio. The study duration is 96 weeks, with an unblinded interim analysis at 48 weeks. An open-label extension of up to 96 weeks follows the interventional study.",CTD-TCNPC-301 EudraCT Number: 2020-003136-25 NCT04860960 TransportNPC TrialTroveID-402637,,,Unspecified,402637,hydroxypropyl beta cyclodextrin,Unidentified pharmacological activity,"Metabolic and enzyme disorders; Symptomatic antidiabetic; Antiviral, other; Cardiovascular; Antigout; Cognition enhancer",Iii
,,0,,Number of Arms: 1 Experimental : Hydroxypropyl-β-cyclodextrin IV Hydroxypropyl-β-cyclodextrin will be administered as Trappsol® Cyclo 25% (250mg/mL) by slow intravenous infusion over a period of 8 up to 9 hours.,CTD-TCNPC-102 NCT03893071 TrialTroveID-346391,,,Unspecified,346391,hydroxypropyl beta cyclodextrin,Unidentified pharmacological activity,"Metabolic and enzyme disorders; Symptomatic antidiabetic; Antiviral, other; Cardiovascular; Antigout; Cognition enhancer",I
,,0,,The study is comprised of a screening phase of up to 4w a treatment phase of 12w and a 4w follow-up. Active Comparator: Hydroxypropyl-beta-cyclodextrin IV 1500 mg/kg Hydroxypropyl-beta-cyclodextrin administered by slow IV infusion for 8 - 9h every 2 weeks Drug: Hydroxypropyl-beta-cyclodextrin Used in the treatment of Niemann-Pick Disease C1 ( NPC1) Other Name: Hydroxypropyl-beta-cyclodextrin (HP-β-CD) Active Comparator: Hydroxypropyl-beta-cyclodextrin IV 2500 mg/kg Hydroxypropyl-beta-cyclodextrin administered by slow IV infusion for 8 - 9h every 2 weeks Drug: Hydroxypropyl-beta-cyclodextrin Used in the treatment of Niemann-Pick Disease C1 ( NPC1) Other Name: Hydroxypropyl-beta-cyclodextrin (HP-β-CD),CTD-TCNPC-101 NCT02939547 TrialTroveID-288905,,,Unspecified,288905,hydroxypropyl beta cyclodextrin,Unidentified pharmacological activity,"Metabolic and enzyme disorders; Symptomatic antidiabetic; Antiviral, other; Cardiovascular; Antigout; Cognition enhancer",I
,,0,,"Active Comparator: Hydroxypropyl-beta-cyclodextrin IV 1500 mg/kg Hydroxypropyl-beta-cyclodextrin administered by slow IV infusion for 8h every 2 weeks Drug: Hydroxypropyl-beta-cyclodextrin Used in the treatment of Niemann-Pick C1 Other Name: Trappsol Cyclo Active Comparator: Hydroxy-propyl-beta-cyclodextrin IV 2000 mg/kg Hydroxypropyl-beta-cyclodextrin administered by slow IV infusion for 8h every 2 weeks Drug: Hydroxypropyl-beta-cyclodextrin Used in the treatment of Niemann-Pick C1 Other Name: Trappsol Cyclo Active Comparator: Hydroxypropyl-beta-cyclodextrin IV 2500 mg/kg Hydroxypropyl-beta-cyclodextrin administered by slow IV infusion for 8h every 2 weeks Drug: Hydroxypropyl-beta-cyclodextrin Used in the treatment of Niemann-Pick C1 Other Name: Trappsol Cyclo Twelve patients aged at least 2 years (2-39 years of age) with a confirmed diagnosis of NPC1 were randomized to receive one of three IV doses of HP-β-CD (1500 mg/kg, 2000 mg/kg, or 2500 mg/kg) every 2 weeks for 48 weeks. All patients received HP-β-CD; there was no placebo or other control. PK testing of plasma and cerebrospinal fluid (CSF) was at set times after the first infusion. Pharmacodynamic assessments included biomarkers of cholesterol metabolism (synthesis and breakdown products), N-palmitoyl-O-phosphocholineserine (PPCS), and specific biomarkers of CSF neurodegeneration (including total Tau), CNS inflammation (glial fibrillary acidic protein [GFAP] and tumor necrosis factor α [TNFα]), CNS cholesterol metabolism (24S-hydroxycholesterol) and inflammatory markers. Efficacy measures included clinical disease severity, neurologic symptoms, and clinical impressions of improvement. Safety assessment included physical examination, vital signs, clinical safety laboratory assessment and adverse events (AEs). Patients received IV infusions of Trappsol® Cyclo™ HP-β-CD, a proprietary formulation of Cyclo Therapeutics, Inc., at doses of 1500 mg/kg, 2000 mg/kg, or 2500 mg/kg body weight over 8–9 h every 2 weeks for a 48-week period, with a follow-up evaluation 28 days after their last study visit. The dose of HP-β-CD infused was made up to a total volume of 250 mL for patients weighing <25 kg, 500 mL for patients weighing ≥25 kg and < 50 kg, or 1000 mL for patients weighing ≥50 kg using normal saline. The patient, the physician, and the study center personnel were blinded to the actual dose the patient received. Blood samples were collected to determine plasma drug concentration and to evaluate the time to maximum concentration (tmax), maximum observed plasma concentration (Cmax), volume of distribution (Vd), clearance (CL), area-under-the-curve from zero to infinity (AUC0-∞), and elimination half-life (t1/2) after the first dose of HP-β-CD. Samples were collected at 0, 2, 4, 6 and 8 h after the start of the infusion. Further samples were taken at the end of the infusion, and at 0.5, 1, 2, 4, 8, and 12 h later (i.e., approximately 20 h after the start of the infusion). Patients will be randomly assigned to receive one of three different doses of Trappsol (1,500 mg/kg, 2,000 mg/kg, or 2,500 mg/kg) intravenously every two weeks The drug will be administered in the form of a slow intravenous infusion of Trappsol Cyclo 25% (250 mg/ml) for 8-9 hours This global study will involve 12 patients who will be under treatment and follow-up for approximately 56 weeks. The expected duration of recruitment is about 9 months. The treatment will be given by a doctor in an infusion of about 8 hours every two weeks. This study will monitor the body's response to treatment by blood and urine tests, a sample of spinal fluids in lumbar acupuncture (only during the first treatment). The impact on hearing ability will be examined and behavioral and quality of life questionnaires will be filled out throughout the period.",CTD-TCNP-201 CTD-TCNPC-201 EudraCT Number:2015-005761-23 MOH_2017-09-17_000540 NCT02912793 TrialTroveID-287116,,,Unspecified,287116,hydroxypropyl beta cyclodextrin,Unidentified pharmacological activity,"Metabolic and enzyme disorders; Symptomatic antidiabetic; Antiviral, other; Cardiovascular; Antigout; Cognition enhancer",Iii
,,0,,Number of Arms: 2 Experimental : VTS-270 at 500 mg/kg Participant received dose of 500 mg/kg of intravenous VTS-270 administered over 2 hours monthly for 12 months. Participant also received 900 mg intrathecal VTS-270 therapy monthly for 18 months. Experimental : VTS-270 at 1000 mg/kg Participant received 1000 mg/kg of intravenous VTS-270 over 4 hours monthly for 12 months. Participant also received 900 mg intrathecal VTS-270 therapy monthly for 18 months.,19-CH-0028 190028 NCT03887533 TrialTroveID-346005,,,Unspecified,346005,"hydroxypropyl beta cyclodextrin, Vtesse",Unidentified pharmacological activity,"Metabolic and enzyme disorders; Reformulation, parenteral, other",Iii
,,0,,"Number of Arms: 1 Drug: adrabetadex (2-Hydroxypropyl-Beta-Cyclodextrin) VTS-270 (2-Hydroxypropyl-Beta-Cyclodextrin) will be administered intravenously to specifically target liver disease. In the first phase of the study, dosing frequency will be twice a week with IV adrabetadex (VTS- 270 270) for six weeks for a total of 12 administrations. Subjects will be evaluated at each study visit for evidence of adverse effects. Doses to be studied are 500, and 1000 mg/kg. Six subjects will be studied at each dose level. Cohort 1: Subjects 1-6, 500 mg/kg Cohort 2: Subjects 7-12, 1000 mg/kg Other Names: VTS-270 HP-Beta-CD In the first phase of the study, infants will be treated for a total of 6 weeks, treated twice weekly. Infants will be admitted to the Neonatal Intensive Care Unit (NICU) for the first week of treatment. Procedures during the first week of the study will include blood draws for genetic testing, clinical and research blood draws, urine collection, abdominal ultrasound, peripheral inserted central catheter (PICC) placement, hearing screening, and the first two IV adrabetadex (VTS-270) infusions through the PICC line. Weeks 2-6 will occur on an outpatient basis. During week 2-6, the infant will receive 2 doses per week of adrabetadex (VTS-270) with blood draws and urine collection during weeks 2, 4, and 6. PICC line will be removed after final infusion. Subjects who demonstrate significant reduction either in the glycine-conjugated trihydroxycholanic acid biomarker or serum bilirubin (direct bilirubin or direct bilirubin: total bilirubin ratio) will be allowed to crossover into the second phase of the study, an open label phase of six months duration in which IV adrabetadex (VTS-270) will be administered monthly for a total of six doses. Month 1-6 procedures will occur on an outpatient basis. Procedures during the second phase include a monthly intravenous line placement. After each monthly visit, the intravenous line will be removed.",201708114 NCT03471143 TrialTroveID-321078,,,Unspecified,321078,"hydroxypropyl beta cyclodextrin, Vtesse",Unidentified pharmacological activity,"Metabolic and enzyme disorders; Reformulation, parenteral, other",Iii
,,0,,"All patients in the cohort will receive HP-Beta-CD (n = 3) once monthly for at least two doses, and the decision to dose-escalate will be based on safety and on biochemical data Fourteen participants were sequentially assigned to receive monthly initial intrathecal VTS-270 at doses of 50, 200, 300, or 400 mg per month. After initial dosing, participants were dose-escalated (to 600 or 1200 mg) as tolerated.",130001 NCT01747135 TrialTroveID-229710,,,Unspecified,229710,"hydroxypropyl beta cyclodextrin, Vtesse",Unidentified pharmacological activity,"Metabolic and enzyme disorders; Reformulation, parenteral, other",Iii
,,0,,"No.of Arms: 1 Arm1:Experimental: HYNRCS-Allo inj. 2 cycles of HYNRCS-Allo inj. with 6 months interval through intrathecal injection. 1 cycle of HYNRCS-Allo inj. is 2 times administration with 28 days interval by intrathecal. Assigned Intervention: Biological: HYNRCS-Allo inj The patients enrolled in the trial will be successively allocated into single cohort for HYNRCS-Allo inj., 1.0 X 10^6 cells/kg according to the protocol design. Other Name: HLA-haplo Matched Allogenic Bone Marrow Derived Stem Cell Only a maximum of six patients will be given a particular dosage. The scheduled assessments and visits will be carried out over three periods: run-in period, treatment period, and follow-up period. The run-in period includes the screening visit where a written informed consent is obtained and the screening period where patients are assessed for eligibility. It will be completed within 56 days prior to enrollment. The patients meeting inclusion criteria will start the treatment period. During the treatment period, subjects will be administered HYNRCS-Allo-ALS-02 inj. 2 times(first treatment) by intrathecal administration with 28 days interval and there will be repeated treatment after 6 months of the first treatment. The Follow-up period starts once subjects complete the treatment period and will continue until the final follow-up visit.",HYNR-CS-Allo-02 NCT03214146 TrialTroveID-305008,,,,305008,HYNRCS-Allo,,"Cellular therapy, stem cell; Neuroprotective",I
,,0,,"Experimental: HYNR-CS-Allo HYNR-CS-Allo inj. 2 times by intrathecal administration with 28 days interval Assigned Intervention: Genetic: HYNR-CS-Allo The patients enrolled in the trial will be successively allocated into three cohorts for HYNR-CS-Allo inj., 0.25 X 10^6 cells/kg, 0.5 X 10^6 cells/kg, 1 X 10^6 cells/kg, according to the 3+3, up and down protocol design. The first treatment cohort will be 0.5 X 10^6 cells/kg dose cohort Only a maximum of six patients will be given a particular dosage The scheduled assessments and visits will be carried out over three periods: run-in period, treatment period, and follow-up period. The run-in period includes the screening visit where a written informed consent is obtained and the screening period where patients are assessed for eligibility. It will be completed within 30 days prior to enrollment. The patients meeting inclusion criteria will start the treatment period. During the treatment period, subjects will be administered HYNR-CS-Allo inj. 2 times by intrathecal administration with 28 days interval. The Follow-up period starts once subjects complete the treatment period and will continue until the final follow-up visit.",HYNR-CS-Allo-01 NCT01758510 TrialTroveID-179974,,,,179974,HYNRCS-Allo,,"Cellular therapy, stem cell; Neuroprotective",I
,,0,,"No. of Arms 6: Arm 1: Active Comparator: Sequence 1 Two participants will be randomly assigned to sequence 1 comprising 3 treatments (ER fasted, ER fed, and IR fasted) in a crossover design, administered one week apart: Day 1-7: ER fasted; Day 8-15: ER fed Day 15-22: IR fasted Intervention: Drug: MN-166 MN-166 (ibudilast) is an orally available small molecule drug currently being investigated for human treatment in multiple sclerosis, amyotrophic lateral sclerosis, glioblastoma, and alcohol and drug use disorders. Other Names: ibudilast Pinatos capsule Arm 2: Active Comparator: Sequence 2 Two participants will be randomly assigned to sequence 2 comprising 3 treatments in a crossover design, administered one week apart: Day 1-7: ER fed; Day 8-15: IR fasted; Day 15-22: ER fasted Intervention: Drug: MN-166 MN-166 (ibudilast) is an orally available small molecule drug currently being investigated for human treatment in multiple sclerosis, amyotrophic lateral sclerosis, glioblastoma, and alcohol and drug use disorders. Other Names: ibudilast Pinatos capsule Arm 3: Active Comparator: Sequence 3 Two participants will be randomly assigned to sequence 3 comprising 3 treatments in a crossover design, administered one week apart: Day 1-7: IR fasted; Day 8-15: ER fasted; Day 15-22: ER fed Intervention: Drug: MN-166 MN-166 (ibudilast) is an orally available small molecule drug currently being investigated for human treatment in multiple sclerosis, amyotrophic lateral sclerosis, glioblastoma, and alcohol and drug use disorders. Other Names: ibudilast Pinatos capsule Arm 4: Active Comparator: Sequence 4 Two participants will be randomly assigned to sequence 4 comprising 3 treatments in a crossover design, administered one week apart: Day 1-7: IR fasted; Day 8-15: ER fed; Day 15-22: ER fasted Intervention: Drug: MN-166 MN-166 (ibudilast) is an orally available small molecule drug currently being investigated for human treatment in multiple sclerosis, amyotrophic lateral sclerosis, glioblastoma, and alcohol and drug use disorders. Other Names: ibudilast Pinatos capsule Arm 5: Active Comparator: Sequence 5 Two participants will be randomly assigned to sequence 5 comprising 3 treatments in a crossover design, administered one week apart: Day 1-7: ER fasted; Day 8-15: IR fasted; Day 15-22: ER fed Intervention: Drug: MN-166 MN-166 (ibudilast) is an orally available small molecule drug currently being investigated for human treatment in multiple sclerosis, amyotrophic lateral sclerosis, glioblastoma, and alcohol and drug use disorders. Other Names: ibudilast Pinatos capsule Arm 6: Active Comparator: Sequence 6 Two participants will be randomly assigned to sequence 6 comprising 3 treatments in a crossover design, administered one week apart: Day 1-7: ER fed; Day 8-15: ER fasted; Day 15-22: IR fasted Intervention: Drug: MN-166 MN-166 (ibudilast) is an orally available small molecule drug currently being investigated for human treatment in multiple sclerosis, amyotrophic lateral sclerosis, glioblastoma, and alcohol and drug use disorders. Other Names: ibudilast Pinatos capsule",MN-166-HDT-002 NCT04054206 TrialTroveID-355238,,,macrophage migration inhibitory factor; phosphodiesterase 10A; phosphodiesterase 11A; phosphodiesterase 4A; phosphodiesterase 4B; phosphodiesterase 4C; phosphodiesterase 4D; toll like receptor 4,355238,ibudilast,Leucotriene receptor antagonist; Toll-like receptor 4 antagonist; Phosphodiesterase 10A inhibitor; Phosphodiesterase 11 inhibitor; Phosphodiesterase 4 inhibitor; Macrophage migration inhibiting factor inhibitor; Nitric oxide synthase inhibitor,"Metabolic and enzyme disorders; Symptomatic antidiabetic; Anticancer, other; Radio/chemoprotective; Septic shock treatment; Anti-inflammatory; Antiparkinsonian; Anxiolytic; Cognition enhancer; Dependence treatment; Multiple sclerosis treatment; Neuroprotective; Antiasthma; Respiratory; Ophthalmological, other",I
riluzole edaravone,Dopamine receptor agonist; Glutamate antagonist; Voltage-gated sodium channel antagonist Free radical scavenger,1,sodium voltage-gated channel alpha subunit 5 Not applicable,"No. of Arms: 2 Arm 1: Experimental: MN-166 Subjects will take MN-166 10 mg capsules, up to 50 mg twice a day for 12 months. Drug: MN-166 Subjects will take MN-166 for 12 months followed by a 6-month open-label extension phase. Other Name: ibudilast Arm 2: Placebo Comparator: placebo Subjects will take up to 5 matching placebo capsules twice a day for 12 months. Drug: placebo Subjects will take matching placebo for 12 months followed by a 6-month open-label extension phase. Patients will be randomly assigned 1:1 to one of two treatment groups, 100 mg/day of MN-166 (ibudilast) or matching placebo.",CCR-19-137 COMBAT-ALS EudraCT Number: 2019-003549-14 MN-166-ALS-2301 NCT04057898 TrialTroveID-333564,,Antiparkinsonian; Antipsychotic; Neuroprotective Haemostatic; Neuroprotective,macrophage migration inhibitory factor; phosphodiesterase 10A; phosphodiesterase 11A; phosphodiesterase 4A; phosphodiesterase 4B; phosphodiesterase 4C; phosphodiesterase 4D; toll like receptor 4,333564,ibudilast,Leucotriene receptor antagonist; Toll-like receptor 4 antagonist; Phosphodiesterase 10A inhibitor; Phosphodiesterase 11 inhibitor; Phosphodiesterase 4 inhibitor; Macrophage migration inhibiting factor inhibitor; Nitric oxide synthase inhibitor,"Metabolic and enzyme disorders; Symptomatic antidiabetic; Anticancer, other; Radio/chemoprotective; Septic shock treatment; Anti-inflammatory; Antiparkinsonian; Anxiolytic; Cognition enhancer; Dependence treatment; Multiple sclerosis treatment; Neuroprotective; Antiasthma; Respiratory; Ophthalmological, other",Ii/Iii
,,0,,"No. of arms: 3 Arm 1: Experimental: Extended-release formulation 1 (ER1) 50mg MN-166 tablet. This formulation is intended for once-a-day dosing, hence, the label of extended-release. Intervention/treatment: Drug: MN-166 an orally available small molecule drug approved in Japan and Korea for asthma and post-stroke complications and has been prescribed for these indications for more than 25 years Other Names: ibudilast Pinatos capsule Arm 2: Experimental: Extended-release formulation 2 (ER2) 50mg MN-166 tablet. This formulation is intended for once-a-day dosing, hence, the label of extended-release. Intervention/treatment : Drug: MN-166 an orally available small molecule drug approved in Japan and Korea for asthma and post-stroke complications and has been prescribed for these indications for more than 25 years Other Names: ibudilast Pinatos capsule Arm 3: Active Comparator: Intermediate-release formulation (IR) 10mg MN-166 capsule. This formulation is typically given two or three times daily, hence, the label of intermediate-release. Intervention/treatment: Drug: MN-166 an orally available small molecule drug approved in Japan and Korea for asthma and post-stroke complications and has been prescribed for these indications for more than 25 years Other Names: ibudilast Pinatos capsule",MN-166-HDT-001 NCT03533387 TrialTroveID-324847,,,macrophage migration inhibitory factor; phosphodiesterase 10A; phosphodiesterase 11A; phosphodiesterase 4A; phosphodiesterase 4B; phosphodiesterase 4C; phosphodiesterase 4D; toll like receptor 4,324847,ibudilast,Leucotriene receptor antagonist; Toll-like receptor 4 antagonist; Phosphodiesterase 10A inhibitor; Phosphodiesterase 11 inhibitor; Phosphodiesterase 4 inhibitor; Macrophage migration inhibiting factor inhibitor; Nitric oxide synthase inhibitor,"Metabolic and enzyme disorders; Symptomatic antidiabetic; Anticancer, other; Radio/chemoprotective; Septic shock treatment; Anti-inflammatory; Antiparkinsonian; Anxiolytic; Cognition enhancer; Dependence treatment; Multiple sclerosis treatment; Neuroprotective; Antiasthma; Respiratory; Ophthalmological, other",I
,,0,,"Number of arms: 1 Arm1: Experimental: MN-166 (ibudilast) Experimental: MN-166 (ibudilast) MN-166 (ibudilast) 10 mg capsules administered orally. Fifty (50) mg b.i.d. (5 capsules) in the morning and 50 mg b.i.d. (5 capsules) evening will be administered for a total daily dose of 100 mg/d. Study drug dosing may vary based on individual tolerability. Assigned Interventions: Drug: ibudilast Ibudilast is a small molecule that crosses the blood-brain barrier after oral administration16. Its potential as a neuroprotective agent is based on in vitro and in vivo evidence of its ability to reduce microglial activation, inhibit microglia-monocyte recruitment to the central nervous system (CNS), and trigger the release of neurotrophic factors. Other Names: MN-166 AV411 The study will consist of a Screening Phase (up to 6 weeks), an Open-Label Treatment Phase (36 weeks) and a Off-Treatment Follow-up Phase (4 Weeks). Screening Phase (up to 6 weeks) The Treatment Phase will consist of a Baseline visit and 3 subsequent clinic visits at Weeks 4, 12, 24, and 36. Telephone follow-ups will occur at Weeks 1, 2, 8, 16, 20, 28, and 32. Patients were treated with Ibudilast 100mg/day or 60–80mg/day based on tolerance",MN-166-ALS-1202 NCT02714036 TrialTroveID-267747,,,macrophage migration inhibitory factor; phosphodiesterase 10A; phosphodiesterase 11A; phosphodiesterase 4A; phosphodiesterase 4B; phosphodiesterase 4C; phosphodiesterase 4D; toll like receptor 4,267747,ibudilast,Leucotriene receptor antagonist; Toll-like receptor 4 antagonist; Phosphodiesterase 10A inhibitor; Phosphodiesterase 11 inhibitor; Phosphodiesterase 4 inhibitor; Macrophage migration inhibiting factor inhibitor; Nitric oxide synthase inhibitor,"Metabolic and enzyme disorders; Symptomatic antidiabetic; Anticancer, other; Radio/chemoprotective; Septic shock treatment; Anti-inflammatory; Antiparkinsonian; Anxiolytic; Cognition enhancer; Dependence treatment; Multiple sclerosis treatment; Neuroprotective; Antiasthma; Respiratory; Ophthalmological, other",Iii
