Disease,reached_phase_3_plus,Trial Title,Therapeutic Area,Record URL,Protocol/Trial ID,Trial Status,MeSH Term,Trial.ID,Study Keywords,Trial Objective,Study Design,Trial Phase,Record Type,biomarker_diagnostic,biomarker_predictive,biomarker_prognostic,biomarker_predisposing,biomarker_total_uses,biomarker_count,has_neurofilament,has_nfl,has_tau,has_tdp-43,has_sod1,has_c9orf72,has_creatinine,has_albumin,has_inflammatory,Trial Outcomes,endpoint_efficacy,endpoint_safety,endpoint_functional,endpoint_biomarker,endpoint_survival,endpoint_pharmacokinetic,endpoint_total_categories,endpoint_primary_category,outcome_positive,outcome_negative,outcome_terminated,outcome_completed
CNS: Amyotrophic Lateral Sclerosis,0,"A Multi-Centre, Randomized, Double Blind, Placebo-Controlled, Parallel Group Study to Investigate Efficacy and Safety of ONO-2506PO Compared to Placebo, in the Presence of Riluzole, to Patients Diagnosed with Amyotrophic Lateral Sclerosis (ALS), Who Have Had Onset of Muscle Weakness within 14 Months of Randomization",Cns,https://clinicalintelligence.citeline.com/trials/details/78967?qId=da896876-a29f-4f89-8e03-cde11c10782a,EudraCT Number: 2006-002660-26 NCT00403104 NL15677.041.06 ONO-2506POE014 SIRONA TrialTroveID-078967,Completed,Amyotrophic Lateral Sclerosis; Motor Neuron Disease; Sclerosis,78967,double blind/blinded; efficacy; multiple arm; placebo control; randomized; safety,"To Determine If Oral Treatment With Ono-2506Po In Patients Diagnosed With Als, Who Have Had Onset Of Muscle Weakness Within 14 Months Of Randomization, Could Lead To The Slowing Of Decline In Respiratory Function, Functional Status, Muscle Strength, Quality Of Life And Survival Compared With Placebo Group. Primary Objective To Evaluate The Effect Of Ono-2506Po (1200 Mg Once Daily) On The Slope Of Respiratory Function (Slow Vital Capacity [Svc] Expressed As A Percentage Of The Predicted Value) Over 12 Months Compared With Placebo Group.","Study Type: Interventional Study Design: Allocation: Randomized Endpoint Classification: Safety/Efficacy Study Intervention Model: Parallel Assignment Masking: Double Blind (Subject, Caregiver, Investigator, Outcomes Assessor) Primary Purpose: Treatment A Multi-Centre, Placebo-Controlled Study",Ii,Trialtrove,1,1,1,0,3,2.0,0,0,0,0,0,0,0,0,0,"Completed, Negative outcome/primary endpoint(s) not met",9,14,5,3,6,0,37,SAFETY,1,1,0,1
CNS: Amyotrophic Lateral Sclerosis,0,"A Phase II, Randomised, Double-Blind, Placebo-Controlled Study Followed by a Continuing Open Label Study, to Verify the Efficacy and Safety of Intrathecal Administration of KP-100IT using NP022 in Subjects with Amyotrophic Lateral Sclerosis (ALS).",Cns,https://clinicalintelligence.citeline.com/trials/details/279278?qId=da896876-a29f-4f89-8e03-cde11c10782a,TrialTroveID-279278 UMIN000022050,Completed,Amyotrophic Lateral Sclerosis; Motor Neuron Disease,279278,double blind/blinded; efficacy; multiple arm; open label; placebo control; randomized; safety,"To Evaluate The Safety And Efficacy To Delay Disease Progression Of Als By Intrathecal Repeated Administration Of Kp-100It Using Np022 In Subjects With Amyotrophic Lateral Sclerosis (Als). To Evaluate The Efficacy And Safety Of Kp-100It In A Total Of 46 Als Patients With Japan Als Severity Classification Of Grade 1 Or 2, Within 30 Months Of Onset Of The Disease.","Study Type: Interventional A Phase Ii,Double Blind/Blinded, Multiple Arm, Confirmatory, Placebo Control, Randomized, Parallel Group, Open Label, Confirmatory, Safety And Efficacy Study.",Ii,Trialtrove,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,"Completed, Positive outcome/primary endpoint(s) met",8,6,0,0,3,1,18,EFFICACY,1,0,0,1
CNS: Amyotrophic Lateral Sclerosis,0,"A Phase I, Dose-Escalating Study to Evaluate the Safety and Pharmacokinetics of Single and Multiple Intrathecal Infusion of KP-100IT through SM-1500 in Subjects with Amyotrophic Lateral Sclerosis (ALS)",Cns,https://clinicalintelligence.citeline.com/trials/details/149387?qId=da896876-a29f-4f89-8e03-cde11c10782a,JPRN-UMIN000007062 TrialTroveID-149387 UMIN000007062,Completed,Amyotrophic Lateral Sclerosis; Motor Neuron Disease,149387,multiple ascending dose; open label; pharmacokinetics; safety; single ascending dose,"To Evaluate The Safety And Tolerability Of Single And Multiple Intrathecal Doses Of Kp-100It By Assessing Adverse Events In Subjects With Als To Evaluate The Safety, Tolerability, And Pharmacokinetics Of Recombinant 5-Residue-Deleted Human Hepatocyte Growth Factor (Kp-100) Injected Intrathecally Through An Implantable Catheter Connected To A Subcutaneous Port. Basic Objectives: Pharmacokinetics","An Interventional, Factorial, Non-Randomized, Open-Label, Uncontrolled, Dose-Escalating, Safety, Tolerability And Pharmacokinetics, Single Dose And Multiple Dose, First-In-Human Study",I,Trialtrove,0,1,0,0,1,1.0,0,0,0,0,0,0,0,0,0,,0,7,0,0,0,0,7,SAFETY,0,0,0,0
CNS: Dementia (non-Alzheimer's),1,Effects of Intranasal Oxytocin on Emotion Processing in Frontotemporal Dementia.,Cns,https://clinicalintelligence.citeline.com/trials/details/336701?qId=da896876-a29f-4f89-8e03-cde11c10782a,ACTRN12618001807246 TrialTroveID-336701 U1111-1218-4356,Temporarily Closed,Dementia; Frontotemporal Dementia,336701,cross over; double blind/blinded; efficacy; multiple arm; placebo control; randomized,To Evaluate The Effects Of Intranasal Oxytocin On Emotion Processing In Patients Diagnosed With Frontotemporal Dementia.,"Study Type: Interventional Purpose Of The Study: Treatment Allocation To Intervention: Randomised Controlled Trial Masking / Blinding: Blinded (Masking Used) Intervention Assignment: Crossover A Placebo Controlled, Multiple Arm, Single-Dose And Efficacy Study.",Iii,Trialtrove,1,0,1,1,3,3.0,0,0,0,0,0,0,0,0,0,,3,0,2,1,0,0,6,EFFICACY,0,0,0,0
CNS: Dementia (non-Alzheimer's),0,Impact of Emotional Mimicry and Oxytocin on Frontotemporal Dementia (IEMO),Cns,https://clinicalintelligence.citeline.com/trials/details/231106?qId=da896876-a29f-4f89-8e03-cde11c10782a,FTDOXY13EF IEMO NCT01937013 R-13-270 TrialTroveID-231106,Completed,"Aphasia, Primary Progressive; Dementia; Frontotemporal Dementia; Pick Disease of the Brain",231106,double blind/blinded; efficacy; multiple arm; placebo control; randomized,To Evaluate The Effects On Emotions And Neural Activity Of A One Time Dose Of Intranasal Oxytocin Vs. Placebo In Patients With Ftd And Healthy Controls.,"Study Type: Interventional Study Design: Allocation: Randomized Intervention Model: Crossover Assignment Masking: Quadruple (Participant, Care Provider, Investigator, Outcomes Assessor) Primary Purpose: Treatment A Placebo Controlled, Multiple Arm And Efficacy Study",Ii,Trialtrove,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,"Completed, Positive outcome/primary endpoint(s) met",3,0,3,1,0,0,7,EFFICACY,1,0,0,1
CNS: Dementia (non-Alzheimer's),0,A Phase 2 Clinical Trial of Intranasal Oxytocin for Frontotemporal Dementia,Cns,https://clinicalintelligence.citeline.com/trials/details/307719?qId=da896876-a29f-4f89-8e03-cde11c10782a,FOXY FTDOXY17EF NCT03260920 TrialTroveID-307719,Completed,"Aphasia, Primary Progressive; Dementia; Frontotemporal Dementia; Pick Disease of the Brain",307719,adaptive; cross over; dose response; double blind/blinded; efficacy; multiple arm; randomized; safety,"To Assess The Safety, Tolerability And Effects On Behaviour Of Syntocinon Given Intranasally (By A Spray Into The Nostrils) Compared To Placebo (An Inactive Saline Substance That Contains No Medication) In Participants With Frontotemporal Dementia/Pick'S Disease.","Study Type: Interventional (Clinical Trial) Allocation: Randomized Intervention Model: Crossover Assignment Masking: Quadruple (Participant, Care Provider, Investigator, Outcomes Assessor) Primary Purpose: Treatment A Proof-Of-Concept, Multi-Centered, Multiple Arm, Safety, Tolerability, Adaptive Cross-Over Design And Efficacy Study",Ii,Trialtrove,0,0,1,1,2,4.0,0,0,0,0,0,0,0,0,0,"Completed, Outcome unknown",2,0,0,0,0,0,2,EFFICACY,0,0,0,1
CNS: Dementia (non-Alzheimer's),0,"OXYTOCIN RESEARCH FOR BEHAVIORAL IMPAIRMENT SYMPTOMS IN DEMENTIA: Potential clinical efficacy of intranasal oxytocin in the treatment of frontotemporal dementia. A randomized, double-blind, placebo-controlled crossover trial.",Cns,https://clinicalintelligence.citeline.com/trials/details/473607?qId=da896876-a29f-4f89-8e03-cde11c10782a,EudraCT Number: 2018-000143-12 ORBIS-DE-UNIBO001 TrialTroveID-473607,Planned,Dementia; Frontotemporal Dementia,473607,cross over; efficacy; multiple arm; placebo control; randomized,"To Investigate Whether Acute Intranasal Administration Of Oxytocin Improves Social Cognition Performances In Bvftd Patients, As Detected Using Experimental Tasks. 1. Change From Placebo Condition In Emotion Recognition Ability [ Time Frame: Within Two Hours After Imp-1/Imp-2 Administration, Single-Measurement/Treatment (Total Of Observations: 2)] 2. Change From Placebo Condition In Empathy Ability [ Time Frame: Within Two Hours After Imp-1/Imp-2 Administration, Single-Measurement/Treatment (Total Of Observations: 2)] 3. Change From Placebo Condition In Time Perception [ Time Frame: Within Two Hours After Imp-1/Imp-2 Administration, Each Testing Day (Total Of Observations: 4)]","A Randomized, Double-Blind, Placebo-Controlled, Multiple Arm, Crossover Trial.",Ii,Trialtrove,0,0,1,0,1,1.0,0,0,0,0,0,0,0,0,0,,3,1,1,1,0,1,7,EFFICACY,0,0,0,0
CNS: Dementia (non-Alzheimer's),0,"A Phase I Dose Finding Study of Intranasal Oxytocin in Frontotemporal Dementia, Protocol # FTDOXY10EF",Cns,https://clinicalintelligence.citeline.com/trials/details/226952?qId=da896876-a29f-4f89-8e03-cde11c10782a,17783 FTDOXY10EF NCT01386333 R-11-232 TrialTroveID-226952,Completed,"Aphasia, Primary Progressive; Dementia; Frontotemporal Dementia; Pick Disease of the Brain",226952,dose response; double blind/blinded; efficacy; multiple arm; placebo control; randomized; safety,"To Examine The Safety And Tolerability Of Oxytocin In This Disorder, The Present Study Will Examine The Safety And Tolerability Of Three Different Doses Of Intranasal Oxytocin Administered To Patients With Frontotemporal Dementia Twice Daily For 1 Week.","Study Type: Interventional Study Design: Allocation: Randomized Intervention Model: Parallel Assignment Masking: Quadruple (Participant, Care Provider, Investigator, Outcomes Assessor) Primary Purpose: Treatment A Dose Finding, Placebo Comparator, Multiple Arm, Dose-Escalation Design, Efficacy, Safety And Tolerability Study",I,Trialtrove,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,,3,12,0,2,0,0,17,SAFETY,0,0,0,0
CNS: Amyotrophic Lateral Sclerosis,0,"Study NOG112264, A Phase II Study of Ozanezumab (GSK1223249) versus Placebo in the Treatment of Amyotrophic Lateral Sclerosis",Cns,https://clinicalintelligence.citeline.com/trials/details/159001?qId=da896876-a29f-4f89-8e03-cde11c10782a,112 264 112264 DeNDRoN 083 GSK EudraCT Number: 2012-003349-13 JapicCTI-132047 NCT01753076 NL42366.041.12 NOG112264 TrialTroveID-159001 UKCRN ID: 12921,Completed,Amyotrophic Lateral Sclerosis; Motor Neuron Disease; Sclerosis,159001,double blind/blinded; efficacy; immunogenicity; multiple arm; pharmacokinetics; placebo control; randomized; safety,"To Study Gsk1223249 In Patients With Als. To Investigate The Efficacy And Safety Of Intravenous (Iv) Ozanezumab (Gsk1223249) Compared To Placebo In Subjects With Amyotrophic Lateral Sclerosis (Als). To Test The Effect Of Ozanezumab In Patients With Amyotrophic Lateral Sclerosis (Als). Outcome Measures: Assessments Will Include Vital Signs, Ecg, Various Questionnaires, Blood Tests, Lung Function And Muscle Strength Tests.","Study Type: Interventional Study Design: Allocation: Randomized Endpoint Classification: Safety/Efficacy Study Intervention Model: Parallel Assignment Masking: Double Blind (Subject, Investigator, Outcomes Assessor) Primary Purpose: Treatment A Proof-Of-Concept, Multi-Centre, Placebo-Controlled, Tolerability, Immunogenicity, Pharmacokinetics, Multiple Arm Study.",Ii,Trialtrove,0,0,1,0,1,2.0,0,0,0,0,0,0,0,0,0,"Completed, Negative outcome/primary endpoint(s) not met",14,14,14,6,9,9,66,EFFICACY,1,1,0,1
CNS: Amyotrophic Lateral Sclerosis,0,"A Single and Repeat Dose Escalation Study of the Safety, Pharmacokinetics and Pharmacodynamics of GSK1223249 in Patients with ALS THE NOGO-A STUDY",Cns,https://clinicalintelligence.citeline.com/trials/details/106808?qId=da896876-a29f-4f89-8e03-cde11c10782a,111330 DeNDRoN 036 EudraCT Number: 2008-005040-16 FTIH NOG111330 MREC N°: 09/H0804/1 NCT00875446 NOG111330 NOGO-A NOGO111330 TrialTroveID-106808 UKCRN ID: 6600,Completed,Amyotrophic Lateral Sclerosis; Motor Neuron Disease; Sclerosis,106808,double blind/blinded; efficacy; immunogenicity; pharmacodynamics; pharmacokinetics; placebo control; randomized; safety; single arm; single ascending dose,"To Investigate The Tolerability, Safety And The Way The Body Handles Gsk1223249 After A Range Of Single Doses Or Repeat Dose Escalation In Patients With Als. To Assess Safety, Pharmacokinetics (Pk) And Functional Effects Of Ozanezumab, A Humanized Monoclonal Antibody Against Nogo-A.","Study Type: Interventional Study Design: Allocation: Randomized Endpoint Classification: Safety/Efficacy Study Intervention Model: Single Group Assignment Masking: Double Blind (Subject, Investigator) Primary Purpose: Treatment A Single And Repeat Dose Escalation, Pharmacokinetics And Pharmacodynamics Study A Phase I/Iia, First Time In Human, Placebo-Controlled, Immunogenicity, Sequential Dose Escalation, Tolerability, Single And Repeat Dose, 2-Part Fusion Protocol.",Iii,Trialtrove,1,1,1,0,3,2.0,0,0,0,0,0,0,0,0,0,"Completed, Positive outcome/primary endpoint(s) met",8,17,0,8,0,15,48,SAFETY,1,0,0,1
CNS: Dementia (non-Alzheimer's),0,"A Phase 1b Open-Label, Multicenter, Dose-Escalation Study to Assess the Safety, Tolerability, and Pharmacodynamic Effects of a Single Dose of PBFT02 Delivered Into the Cisterna Magna of Adult Subjects With Frontotemporal Dementia and Mutations in the Progranulin Gene",Cns,https://clinicalintelligence.citeline.com/trials/details/374688?qId=da896876-a29f-4f89-8e03-cde11c10782a,EudraCT Number: 2020-004499-17 FTD-GRN NCT04747431 PBFT02-001 TrialTroveID-374688 upliFT-D,Open,"Aphasia, Primary Progressive; Dementia; Frontotemporal Dementia; Pick Disease of the Brain",374688,dose response; efficacy; multiple arm; open label; pharmacodynamics; safety,"To Assess The Safety, Tolerability And Efficacy Of This Treatment In Patients With Frontotemporal Dementia And Mutations In The Progranulin Gene (Ftd-Grn). To Evaluates Pbft02 As A Single Dose Delivered Via Intra-Cisterna Magna (Icm) Injection","Study Type : Interventional (Clinical Trial) Allocation: Non-Randomized Intervention Model: Sequential Assignment Intervention Model Description: Open-Label, Multi-Center, Dose Escalation Masking: None (Open Label) Primary Purpose: Treatment An Phase 1/2 Global, Dose Response;Multicenter, Dose-Escalation , Efficacy; Multiple Arm; Pharmacodynamics; Safety And Tolerability Study",Iii,Trialtrove,1,1,1,1,4,10.0,0,0,0,0,0,0,0,0,0,,5,16,6,6,3,1,37,SAFETY,0,0,0,0
Unassigned,0,Transplantation of Autologous Peripheral Blood Mononuclear Cells in the Subarachnoid Space for Amyotrophic Lateral Sclerosis: a Safety Analysis of 14 Patients,Unassigned,https://clinicalintelligence.citeline.com/trials/details/298030?qId=da896876-a29f-4f89-8e03-cde11c10782a,LCKY2016-58 NCT03085706,Completed,Amyotrophic Lateral Sclerosis; Motor Neuron Disease; Sclerosis,298030,,"Brief Summary: To Assess The Safety Of Peripheral Blood Mononuclear Cell Transplantation Into The Subarachnoid Space For The Treatment Of Amyotrophic Lateral Sclerosis. Detailed Description: Amyotrophic Lateral Sclerosis (Als) Is A Rapidly Evolving, Fatal Neurodegenerative Disease Resulting From The Degeneration Of Cortical, Bulbar And Spinal Motor Neurons. The Disease Progresses Inexorably To Death, Usually Because By Failure Of Respiratory Function, With A Median Duration Of 3 Years. Recent Clinical Trials Using Various Types Of Stem Cells, Including Mesenchymal Stromal Cells, Neural Stem Cells, And Peripheral Blood Mononuclear Cells (Pbmcs), Represent Promising Strategies For Stem Cell-Based Treatment In Als. It Has Been Demonstrated That The Inflammation And Neuronal Death Were Reduced In Als Patients After Bone Marrow Transplantation. In Addition, The Incidence Of Immune Response Was Decreased By Autologous Transplantation Of Bone Marrow Cells In Als Patients. Pbmcs Are Multi-Potent Stem Cells That Are Very Attractive For A Cell Therapy Approach In Als Because Of Their Plasticity And Ability To Provide The Host Tissue With Growth Factors Or Modulate The Host Immune System. Pbmcs Were Used Clinically And Few Adverse Effects Were Attributed To Their Administration. Early Clinical Investigations Indicated That The Transplantation Of Autologous Pbmcs Into The Dura Is Feasible In Als Patients; However, One Study Was Limited To Three Patients And The Other Recruited Eight Patients. There Are Still Many Questions Regarding The Intrathecal Transplantation Of Pbmcs For Als. Therefore, A Retrospective Study Was Performed To Assess Further The Safety And Efficacy Of The Procedure And To Test The Impact Of A Cell Therapy Approach In Als Patients. Statistical Analysis Data, Expressed As The Mean ?? Sd, Were Analyzed Using Spss Version 17.0 For Windows (Spss Inc., Chicago, Il, Usa). Statistical Analyses Were Performed By Paired Sample T-Test. A Value Of P < 0.05 Was Considered Statistically Significant.",,(N/A),Registry Only,0,1,1,0,2,1.0,0,0,0,0,0,0,0,0,0,,1,7,2,1,0,0,11,SAFETY,0,0,0,0
CNS: Dementia (non-Alzheimer's),0,Palmitoylethanolamide Combined With Luteoline in Frontotemporal Dementia Patients. A Randomized Controlled Trial,Cns,https://clinicalintelligence.citeline.com/trials/details/380926?qId=da896876-a29f-4f89-8e03-cde11c10782a,NCT04489017 PEA-FTD SPE.107 TrialTroveID-380926,Completed,Dementia; Frontotemporal Dementia,380926,double blind/blinded; efficacy; multiple arm; placebo control; randomized,To Evaluate Palmitoylethanolamide Combined With Luteoline In Frontotemporal Dementia Patients,"Study Type: Interventional (Clinical Trial) Allocation: Randomized Intervention Model: Parallel Assignment Masking: Triple (Participant, Care Provider, Outcomes Assessor) Primary Purpose: Supportive Care An Efficacy; Multiple Arm; Placebo Control Study",Ii,Trialtrove,1,0,1,1,3,4.0,0,0,0,0,0,0,0,0,0,"Completed, Outcome unknown",4,0,6,0,0,0,10,FUNCTIONAL,0,0,0,1
CNS: Amyotrophic Lateral Sclerosis,0,"A Phase 2, randomized, double-blind, placebo-controlled, multicenter study to evaluate the efficacy and safety of pegcetacoplan in subjects with amyotrophic lateral sclerosis (ALS)",Cns,https://clinicalintelligence.citeline.com/trials/details/386281?qId=da896876-a29f-4f89-8e03-cde11c10782a,APL2-ALS-206 EudraCT Number: 2019-003797-10 jRCT2031230170 MERIDIAN NCT04579666 NL74696.041.20 TrialTroveID-386281,Completed,Amyotrophic Lateral Sclerosis; Motor Neuron Disease; Sclerosis,386281,double blind/blinded; efficacy; multiple arm; open label; pharmacokinetics; placebo control; randomized; safety,To Evaluate The Efficacy And Safety Of Pegcetacoplan In Subjects With Amyotrophic Lateral Sclerosis (Als) To Investigate Whether Attenuating C3 Activity Can Improve Survival And Function In People Diagnosed With Apparent Sporadic Als,"Study Type: Interventional (Clinical Trial) Allocation: Randomized Intervention Model: Parallel Assignment Masking: Quadruple (Participant, Care Provider, Investigator, Outcomes Assessor) Primary Purpose: Treatment This Is A Phase Ii Registrational, Placebo-Controlled, Multicenter, Efficacy, Open Label, Safety, And Pharmacokinetic Study.",Ii,Trialtrove,1,1,1,1,4,2.0,0,0,0,0,0,0,0,0,0,"Completed, Negative outcome/primary endpoint(s) not met",11,14,4,1,8,1,39,SAFETY,1,1,0,1
CNS: Amyotrophic Lateral Sclerosis,0,"Pentoxifylline in ALS: A Double-Blind, Randomized, Multicenter, Placebo-Controlled Trial",Cns,https://clinicalintelligence.citeline.com/trials/details/79170?qId=da896876-a29f-4f89-8e03-cde11c10782a,N0059115937 TrialTroveID-079170,Completed,Amyotrophic Lateral Sclerosis; Motor Neuron Disease,79170,double blind/blinded; placebo control; randomized,"To Assess The Efficacy And Safety Of Pentoxifylline, A Us Food And Drug Administration-Approved Drug, In Patients With Als Treated With Riluzole. To Assess The Effect (Efficacy) Of Pentoxifylline (400 Mg Three Times Daily) As Add-On Therapy In Addition To Riluzole (50 Mg Twice Daily) In People With Als, Compared To Placebo, Over An 18 Month Period. To Assess The Tolerability Of Pentoxifylline At This Dose In Comparison To Placebo.","A Double-Blind, Randomized, Multicenter, Placebo-Controlled Trial.",Ii,Trialtrove,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,,2,0,1,0,2,0,5,EFFICACY,0,0,0,0
CNS: Amyotrophic Lateral Sclerosis,0,Safety and Tolerability of Perampanel in Amyotrophic Lateral Sclerosis Patients,Cns,https://clinicalintelligence.citeline.com/trials/details/314973?qId=da896876-a29f-4f89-8e03-cde11c10782a,IM.JS.03 NCT03377309 TrialTroveID-314973,Terminated,Amyotrophic Lateral Sclerosis; Motor Neuron Disease; Sclerosis,314973,efficacy; open label; safety; single arm,"To Study The Tolerability And Safety Of The Novel Ampa Antagonist, Perampanel, In Patients Diagnosed With Als.","Study Type: Interventional (Clinical Trial) Intervention Model: Single Group Assignment Masking: None (Open Label) Primary Purpose: Treatment A Efficacy, Safety And Tolerability Study.",Ii,Trialtrove,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,"Terminated, Safety/adverse effects",5,10,2,0,0,0,17,SAFETY,0,0,1,0
CNS: Amyotrophic Lateral Sclerosis,0,Safety Of Perampanel In Patients With Motor Neuron Disease.,Cns,https://clinicalintelligence.citeline.com/trials/details/297732?qId=da896876-a29f-4f89-8e03-cde11c10782a,TrialTroveID-297732 UMIN000026221,Completed,Amyotrophic Lateral Sclerosis; Motor Neuron Disease,297732,open label; safety; single arm; single ascending dose,To Evaluate Safety In Patients With Amyotrophic Lateral Sclerosis,"Basic Design: Single Arm Randomization: Non-Randomized Blinding: Open -No One Is Blinded Control: Uncontrolled An Exploratory, Interventional, Single Ascending Dose And Safety Study",I,Trialtrove,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,UNKNOWN,0,0,0,0
CNS: Amyotrophic Lateral Sclerosis,1,A Clinical Trial to Evaluate the Safety and Efficacy of Fycompa in Subjects With Amyotrophic Lateral Sclerosis (ALS),Cns,https://clinicalintelligence.citeline.com/trials/details/294165?qId=da896876-a29f-4f89-8e03-cde11c10782a,Eisai-01 NCT03020797 TrialTroveID-294165,Terminated,Amyotrophic Lateral Sclerosis; Motor Neuron Disease; Sclerosis,294165,double blind/blinded; efficacy; multiple arm; placebo control; randomized; safety,"To Test Perampanel (Fycompa; Eisai, Inc.) In Als Patients To Evaluate Safety And Preliminary Signs Of Efficacy.","Study Type: Interventional (Clinical Trial) Allocation: Randomized Intervention Model: Parallel Assignment Masking: Double Blind (Subject, Caregiver, Investigator, Outcomes Assessor) Primary Purpose: Treatment A Pilot, Multiple Arm, Placebo Control; Safety And Efficacy Study.",Iv,Trialtrove,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,"Terminated, Poor enrollment",6,7,1,0,2,0,16,SAFETY,0,0,1,0
CNS: Amyotrophic Lateral Sclerosis,0,"Perampanel for Sporadic Amyotrophic Lateral Sclerosis (ALS): A Multicenter, Randomized, Double-blind, Placebo-controlled, Parallel-group Phase 2 Trials",Cns,https://clinicalintelligence.citeline.com/trials/details/294056?qId=da896876-a29f-4f89-8e03-cde11c10782a,A2016-J000-001 NCT03019419 TrialTroveID-294056 UMIN000025614,Completed,Amyotrophic Lateral Sclerosis; Motor Neuron Disease,294056,double blind/blinded; efficacy; multiple arm; placebo control; randomized; safety,"To Evaluate The Safety And The Efficacy Of Perampanel In Patients With Sporadic Amyotrophic Lateral Sclerosis To Evaluate The Effect Of Peramanel For 48 Weeks On Progression Of Disease In Subjects With Als, As Measured By Als Functional Rating Scale-Revised (Alsfrs-R) To Evaluate The Efficacy And Safety Of Perampanel At Daily Doses Of 4 Mg And 8 Mg, Compared With Placebo, In Patients With Sals. Basic Objectives: Safety,Efficacy Safety Outcomes Were Determined By Site Investigators Reporting Adverse Events (Aes), Vital Sign Measurements, Body Weight, Laboratory Tests, And Risk Factors For Suicidal Behavior.","Study Type: Interventional Study Design: Allocation: Randomized Intervention Model: Parallel Assignment Masking: Quadruple (Participant, Care Provider, Investigator, Outcomes Assessor) Primary Purpose: Treatment A Multicenter, Double Blinded, Multiple Arm, Placebo Control, Exploratory, Safety, Tolerability, Dose Escalation And Efficacy Study",Ii,Trialtrove,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,"Completed, Negative outcome/primary endpoint(s) not met",15,0,2,0,5,1,23,EFFICACY,1,1,0,1
CNS: Amyotrophic Lateral Sclerosis,0,Perampanel Single Ascending Dose Transcranial Magnetic Stimulation Biomarker Study in Amyotrophic Lateral Sclerosis,Cns,https://clinicalintelligence.citeline.com/trials/details/340225?qId=da896876-a29f-4f89-8e03-cde11c10782a,17-002396 NCT03793868 TrialTroveID-340225,Completed,Amyotrophic Lateral Sclerosis; Motor Neuron Disease; Sclerosis,340225,double blind/blinded; multiple arm; placebo control; randomized; single ascending dose,To Evaluate If Transcranial Magnetic Stimulation Can Be Used As A Biomarker In Amyotrophic Lateral Sclerosis (Als). To Measure The Effect On Motor Threshold (Mt) By Transcranial Magnetic Stimulation (Tms) After A Single Dose Of Perampanel At Two Dose Levels.,"Study Type : Interventional (Clinical Trial) Allocation : Randomized Intervention Model : Parallel Assignment Masking : Quadruple (Participant, Care Provider, Investigator, Outcomes Assessor) Masking Description : Matching Placebo Primary Purpose : Other A Phase I, Multiple Arm, Single Ascending Dose, Pilot. Placebo Control Study",I,Trialtrove,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,UNKNOWN,0,0,0,0
CNS: Amyotrophic Lateral Sclerosis,0,The Effects of Rehabilitation on Functional Outcomes in Patients With SOD1 ALS Treated With Tofersen,Cns,https://clinicalintelligence.citeline.com/trials/details/459178?qId=da896876-a29f-4f89-8e03-cde11c10782a,202208170 NCT05725759 TrialTroveID-459178,Open,Amyotrophic Lateral Sclerosis; Motor Neuron Disease,459178,efficacy; observational; single arm,To Document And Describe The Effects Of A Personalized Rehabilitation Program For Patients With Sod1 Als Participating In The Tofersen Expanded Access Program.,"An Efficacy, Observational And Single Arm Study.",Ii,Trialtrove,1,1,1,1,4,4.0,0,0,0,0,1,0,0,0,0,,9,0,11,0,0,0,20,FUNCTIONAL,0,0,0,0
CNS: Dementia (non-Alzheimer's); CNS: Huntington's Disease; CNS: Multiple System Atrophy (MSA); CNS: Parkinson's Disease,1,Characterization of the Serotonin 2A Receptor Selective PET Tracer [18F]MH.MZ in Patients With Neurodegenerative Diseases,Cns,https://clinicalintelligence.citeline.com/trials/details/431238?qId=da896876-a29f-4f89-8e03-cde11c10782a,212028 NCT05357612 TrialTroveID-431238,Open,Dementia; Frontotemporal Dementia; Huntington Disease; Lewy Body Disease; Multiple System Atrophy; Neurodegenerative Diseases; Parkinson Disease,431238,efficacy; open label; single arm,To Study The Characterization Of The Serotonin 2A Receptor In Neurodegenerative Diseases Patients.,"Study Type: Interventional (Clinical Trial) Allocation: N/A Intervention Model: Single Group Assignment Masking: None (Open Label) Primary Purpose: Basic Science An Open Label, Single Arm, Efficacy Study",Iv,Trialtrove,1,0,1,0,2,3.0,0,0,0,0,0,0,0,0,0,,0,0,1,1,0,2,4,PHARMACOKINETIC,0,0,0,0
